user_id,task_type,priority_level,completion_time,accuracy,quality_score,task_status,title,due_date
User_1,Door & Window Schedule,1,0.16,0.5,0.53,completed,,
User_20,Door & Window Schedule,1,0.83,0.41,0.7,completed,,
User_2,Reflected Ceiling Plan,1,0.65,0.18,0.61,completed,,
User_4,Technical Specification,1,0.73,0.56,0.03,completed,,
User_10,Zoning & Building Code Compliance,1,0.95,0.94,0.45,completed,,
User_20,Elevation Drawing,2,0.23,0.32,0.97,completed,,
User_10,Reflected Ceiling Plan,1,0.33,0.32,0.77,completed,,
User_11,Other,1,0.72,0.39,0.87,completed,,
User_11,Zoning & Building Code Compliance,3,0.52,0.96,0.59,completed,,
User_4,Custom Millwork & Joinery Drawing,2,0.34,0.37,0.18,completed,,
User_5,3D Render,2,0.69,0.46,0.45,completed,,
User_19,Construction Document,2,0.04,0.02,0.36,completed,,
User_1,Partition Plan,1,0.16,0.26,0.08,completed,,
User_2,Schematic Design,2,0.07,0.56,0.54,completed,,
User_5,Finish Schedule,3,0.58,0.86,0.95,completed,,
User_8,Hardscape Plan,1,0.88,0.52,0.9,completed,,
User_7,Roof Plan,1,0.89,0.33,0.37,completed,,
User_2,Permit Drawing,1,0.75,0.04,0.06,completed,,
User_16,Conceptual Design,2,0.35,0.38,0.82,completed,,
User_7,3D Render,1,0.98,0.89,0.03,completed,,
User_19,3D Render,1,0.56,0.91,0.83,completed,,
User_12,Permit Drawing,1,0.7,0.17,0.91,completed,,
User_18,Floor Plan,2,0.63,0.76,0.17,completed,,
User_20,Landscape Plan,2,0.06,0.79,0.36,completed,,
User_11,Zoning & Building Code Compliance,2,0.06,0.96,0.4,completed,,
User_12,Permit Drawing,2,0.14,0.46,0.45,completed,,
User_14,Construction Document,1,0.16,0.25,0.03,completed,,
User_16,Schematic Design,3,0.97,0.47,0.15,completed,,
User_17,Floor Plan,1,0.58,0.53,0.51,completed,,
User_13,Elevation Drawing,1,0.23,0.4,0.72,completed,,
User_18,Permit Drawing,2,0.77,0.65,0.85,completed,,
User_13,3D Model,3,0.04,0.26,0.28,completed,,
User_6,Custom Millwork & Joinery Drawing,2,0.7,0.16,0.16,completed,,
User_16,Conceptual Design,3,0.82,0.86,0.58,completed,,
User_3,Other,1,0.87,0.55,0.22,completed,,
User_5,Floor Plan,3,0.1,0.09,0.72,completed,,
User_15,Hardscape Plan,1,0.67,0.64,0.04,completed,,
User_7,Schematic Design,3,0.8,0.65,0.49,completed,,
User_14,Material Board,2,0.14,0.95,1.0,completed,,
User_15,Construction Document,3,0.68,0.49,0.77,completed,,
User_3,Floor Plan,1,0.49,0.79,0.05,completed,,
User_17,Site Plan,1,0.3,0.07,0.44,completed,,
User_1,3D Model,1,0.12,0.45,0.81,completed,,
User_2,Site Plan,3,0.63,0.77,0.28,completed,,
User_9,Schematic Design,3,0.62,0.12,0.96,completed,,
User_6,Finish Schedule,1,0.33,0.31,0.74,completed,,
User_2,Furniture Layout Plan,1,0.81,0.4,0.28,completed,,
User_13,Floor Plan,1,0.83,0.22,0.31,completed,,
User_19,Zoning & Building Code Compliance,3,0.05,0.14,0.07,completed,,
User_8,Zoning & Building Code Compliance,3,0.47,0.77,0.77,completed,,
User_4,Other,2,0.99,0.35,0.62,completed,,
User_18,Roof Plan,2,0.98,0.11,0.96,completed,,
User_16,Conceptual Design,2,0.98,0.07,0.84,completed,,
User_14,Interior Layout Plan,3,0.32,0.45,0.14,completed,,
User_17,Technical Specification,2,0.36,0.38,0.92,completed,,
User_2,Finish Schedule,2,0.14,0.17,0.97,completed,,
User_12,Section Drawing,2,0.03,0.92,0.49,completed,,
User_8,Schematic Design,2,0.15,0.39,0.14,completed,,
User_19,Permit Drawing,3,0.44,0.56,0.46,completed,,
User_13,3D Render,2,0.88,0.44,0.73,completed,,
User_4,Site Plan,1,0.87,0.08,0.81,completed,,
User_14,Lighting & Fixture Plan,2,0.78,0.64,0.53,completed,,
User_4,Construction Document,3,0.86,0.06,0.69,completed,,
User_17,Permit Drawing,2,0.94,0.28,0.06,completed,,
User_17,Custom Millwork & Joinery Drawing,1,0.43,0.4,0.85,completed,,
User_17,Interior Layout Plan,2,0.37,0.78,0.66,completed,,
User_12,Elevation Drawing,3,0.11,0.18,0.64,completed,,
User_2,Floor Plan,3,0.63,0.42,0.05,completed,,
User_6,3D Model,2,0.54,0.51,0.97,completed,,
User_14,3D Model,1,0.9,0.75,0.16,completed,,
User_18,Virtual Reality,3,0.45,0.33,0.71,completed,,
User_14,Technical Specification,1,0.37,0.97,0.24,completed,,
User_7,Zoning & Building Code Compliance,2,0.56,0.96,0.5,completed,,
User_19,Elevation Drawing,1,0.48,0.25,0.47,completed,,
User_12,Floor Plan,1,0.71,0.67,0.9,completed,,
User_1,General Specification,1,0.53,0.84,0.06,completed,,
User_15,Floor Plan,3,0.97,0.44,0.89,completed,,
User_2,Site Plan,1,0.33,0.64,0.14,completed,,
User_2,Interior Layout Plan,2,0.02,0.87,0.74,completed,,
User_10,Finish Schedule,2,0.18,0.5,0.74,completed,,
User_14,Floor Plan,3,0.7,0.64,0.04,completed,,
User_18,General Specification,1,0.86,0.31,0.21,completed,,
User_12,Partition Plan,3,0.05,0.06,0.8,completed,,
User_8,Section Drawing,3,0.47,0.17,0.68,completed,,
User_19,Section Drawing,3,0.46,0.74,0.91,completed,,
User_19,Custom Millwork & Joinery Drawing,2,0.15,0.24,0.99,completed,,
User_15,Custom Millwork & Joinery Drawing,3,0.15,0.89,0.5,completed,,
User_19,3D Model,1,0.47,0.73,0.81,completed,,
User_3,Elevation Drawing,3,0.89,0.88,0.15,completed,,
User_12,Construction Document,3,0.11,0.43,0.9,completed,,
User_20,Construction Document,3,0.75,0.92,0.61,completed,,
User_13,Section Drawing,2,0.3,0.16,0.51,completed,,
User_13,General Specification,3,0.13,0.1,0.22,completed,,
User_2,Finish Schedule,2,0.49,0.29,0.1,completed,,
User_7,Reflected Ceiling Plan,1,0.42,0.02,0.19,completed,,
User_3,Permit Drawing,2,0.1,0.67,0.7,completed,,
User_15,Lighting & Fixture Plan,2,0.98,0.24,0.49,completed,,
User_14,Furniture Layout Plan,2,0.25,0.48,0.81,completed,,
User_9,Design Development,3,0.09,0.97,0.09,completed,,
User_18,General Specification,2,0.89,0.71,0.6,completed,,
User_18,Hardscape Plan,1,0.24,0.81,0.91,completed,,
User_15,Reflected Ceiling Plan,1,0.95,0.38,0.05,completed,,
User_5,Zoning & Building Code Compliance,3,0.29,0.76,0.65,completed,,
User_18,Design Development,1,0.92,0.91,0.53,completed,,
User_1,Partition Plan,1,0.32,0.88,0.28,completed,,
User_8,Landscape Plan,3,0.44,0.19,0.11,completed,,
User_17,Elevation Drawing,1,0.02,0.7,0.54,completed,,
User_2,Reflected Ceiling Plan,3,1.0,0.03,0.25,completed,,
User_14,Lighting & Fixture Plan,1,0.93,0.78,0.5,completed,,
User_3,Reflected Ceiling Plan,3,0.48,0.43,0.44,completed,,
User_15,Lighting & Fixture Plan,2,0.06,0.51,0.97,completed,,
User_13,Door & Window Schedule,2,0.58,0.93,0.01,completed,,
User_11,Virtual Reality,1,0.83,0.21,0.54,completed,,
User_11,Door & Window Schedule,1,0.44,0.92,0.69,completed,,
User_1,Reflected Ceiling Plan,3,0.96,0.06,0.07,completed,,
User_13,Schematic Design,1,0.25,0.66,0.21,completed,,
User_7,Partition Plan,1,0.83,0.08,0.52,completed,,
User_9,Schematic Design,2,0.33,0.65,0.43,completed,,
User_19,Interior Layout Plan,3,0.29,0.26,0.95,completed,,
User_13,Custom Millwork & Joinery Drawing,3,0.13,0.61,0.5,completed,,
User_6,General Specification,3,0.51,0.41,0.46,completed,,
User_4,Technical Specification,3,0.59,0.43,0.55,completed,,
User_20,Conceptual Design,1,0.43,0.91,0.19,completed,,
User_10,Zoning & Building Code Compliance,3,0.84,0.15,0.21,completed,,
User_17,Reflected Ceiling Plan,3,0.49,0.57,0.55,completed,,
User_9,Landscape Plan,1,0.16,0.11,0.84,completed,,
User_18,Permit Drawing,2,0.1,0.67,0.41,completed,,
User_8,Reflected Ceiling Plan,2,0.03,0.58,0.55,completed,,
User_10,Reflected Ceiling Plan,1,0.24,0.85,0.37,completed,,
User_17,Landscape Plan,2,0.55,0.16,0.45,completed,,
User_16,Material Board,2,0.82,0.89,0.28,completed,,
User_2,Virtual Reality,2,0.14,0.04,0.95,completed,,
User_9,Furniture Layout Plan,1,0.12,0.52,0.48,completed,,
User_7,Interior Layout Plan,1,0.16,0.46,0.73,completed,,
User_9,Interior Layout Plan,2,0.9,0.95,0.78,completed,,
User_6,Permit Drawing,1,0.85,0.36,0.59,completed,,
User_3,Roof Plan,2,0.64,0.77,0.27,completed,,
User_18,Schematic Design,2,0.75,0.03,0.88,completed,,
User_16,3D Model,2,0.65,0.63,0.43,completed,,
User_12,Interior Layout Plan,1,0.01,0.91,0.33,completed,,
User_14,Furniture Layout Plan,1,0.44,0.65,0.07,completed,,
User_12,Technical Specification,1,0.59,0.71,0.86,completed,,
User_8,Furniture Layout Plan,2,0.93,0.87,0.63,completed,,
User_10,General Specification,2,0.52,0.94,0.32,completed,,
User_2,Furniture Layout Plan,2,0.11,0.95,0.02,completed,,
User_16,Partition Plan,3,0.82,0.94,0.2,completed,,
User_15,Hardscape Plan,3,0.69,0.34,0.24,completed,,
User_11,Finish Schedule,2,0.31,0.62,0.96,completed,,
User_4,Landscape Plan,3,0.25,0.64,0.64,completed,,
User_12,Schematic Design,2,0.39,0.33,0.49,completed,,
User_19,Landscape Plan,1,0.4,0.68,0.33,completed,,
User_13,Technical Specification,1,0.59,0.26,0.97,completed,,
User_7,General Specification,3,0.4,0.56,0.95,completed,,
User_1,Elevation Drawing,1,0.92,0.02,0.89,completed,,
User_14,Elevation Drawing,3,0.2,0.84,0.58,completed,,
User_3,Partition Plan,1,0.07,0.49,0.25,completed,,
User_16,3D Render,2,0.24,0.38,0.08,completed,,
User_20,Reflected Ceiling Plan,1,0.43,0.44,0.19,completed,,
User_14,Landscape Plan,2,0.54,0.3,0.17,completed,,
User_19,Technical Specification,3,0.44,0.68,0.64,completed,,
User_7,Lighting & Fixture Plan,2,0.62,0.65,0.75,completed,,
User_8,Reflected Ceiling Plan,1,0.37,0.52,0.64,completed,,
User_20,Construction Document,3,0.69,0.94,0.46,completed,,
User_3,Roof Plan,3,0.55,0.67,0.5,completed,,
User_11,Construction Document,3,0.79,0.07,0.9,completed,,
User_9,Landscape Plan,3,0.75,0.3,0.6,completed,,
User_6,General Specification,2,0.04,0.99,0.36,completed,,
User_6,Construction Document,2,0.58,0.33,0.84,completed,,
User_5,Conceptual Design,1,0.71,0.02,0.24,completed,,
User_5,Furniture Layout Plan,1,0.65,0.1,0.87,completed,,
User_13,Roof Plan,3,0.66,0.72,0.39,completed,,
User_5,Other,1,0.6,0.53,0.77,completed,,
User_15,Hardscape Plan,3,0.04,0.06,0.04,completed,,
User_3,Roof Plan,1,0.04,0.97,0.49,completed,,
User_15,Interior Layout Plan,2,0.49,0.24,0.91,completed,,
User_10,Hardscape Plan,3,0.48,0.78,0.54,completed,,
User_11,Hardscape Plan,3,0.14,0.92,0.31,completed,,
User_17,Landscape Plan,1,0.8,0.74,0.35,completed,,
User_14,Floor Plan,1,0.82,0.02,0.59,completed,,
User_3,Roof Plan,1,0.17,0.15,0.13,completed,,
User_17,Finish Schedule,2,0.83,0.57,0.63,completed,,
User_4,3D Render,1,0.43,0.98,0.46,completed,,
User_11,Other,1,0.68,0.25,0.6,completed,,
User_5,Schematic Design,2,0.81,0.33,0.34,completed,,
User_4,3D Model,1,0.26,0.53,0.67,completed,,
User_5,Technical Specification,2,0.86,0.42,0.9,completed,,
User_5,Furniture Layout Plan,1,0.95,0.11,0.73,completed,,
User_9,Lighting & Fixture Plan,3,0.86,0.79,0.43,completed,,
User_10,Landscape Plan,3,0.58,0.84,0.53,completed,,
User_17,Permit Drawing,3,0.57,0.79,0.35,completed,,
User_3,Technical Specification,1,0.24,0.51,0.91,completed,,
User_6,3D Model,3,0.71,0.11,0.97,completed,,
User_19,Elevation Drawing,1,0.6,0.94,0.53,completed,,
User_12,Site Plan,2,0.81,0.66,0.77,completed,,
User_8,Other,1,0.95,0.42,0.63,completed,,
User_13,Schematic Design,3,0.21,0.85,0.48,completed,,
User_6,Hardscape Plan,1,0.22,0.48,0.51,completed,,
User_8,Partition Plan,1,0.8,0.49,0.69,completed,,
User_7,Partition Plan,2,0.25,0.96,0.86,completed,,
User_1,Landscape Plan,2,0.82,0.23,0.99,completed,,
User_13,Hardscape Plan,3,0.58,0.01,0.78,completed,,
User_9,Landscape Plan,1,0.65,0.47,0.69,completed,,
User_2,Site Plan,1,0.38,0.55,0.57,completed,,
User_17,Conceptual Design,2,0.26,0.81,0.9,completed,,
User_10,Virtual Reality,2,0.23,0.09,0.77,completed,,
User_9,Lighting & Fixture Plan,2,0.17,0.13,0.9,completed,,
User_2,General Specification,3,0.81,0.02,0.17,completed,,
User_5,Other,3,0.75,0.92,0.98,completed,,
User_6,Conceptual Design,2,0.36,0.4,0.04,completed,,
User_1,Custom Millwork & Joinery Drawing,2,0.75,0.04,0.42,completed,,
User_4,Partition Plan,1,0.65,0.08,0.25,completed,,
User_20,Technical Specification,2,0.92,0.74,0.45,completed,,
User_12,Custom Millwork & Joinery Drawing,3,0.4,0.1,0.1,completed,,
User_14,Interior Layout Plan,1,0.46,0.79,0.77,completed,,
User_20,3D Model,2,0.04,0.87,0.82,completed,,
User_14,Schematic Design,1,0.32,0.77,0.43,completed,,
User_17,Permit Drawing,1,0.92,0.65,0.53,completed,,
User_20,Roof Plan,2,0.44,0.97,0.51,completed,,
User_10,Section Drawing,2,0.43,0.74,0.5,completed,,
User_20,Permit Drawing,3,0.13,0.68,0.36,completed,,
User_20,Virtual Reality,1,0.18,0.09,0.75,completed,,
User_17,Door & Window Schedule,2,0.62,0.85,0.23,completed,,
User_18,Zoning & Building Code Compliance,2,0.54,0.36,0.61,completed,,
User_1,Section Drawing,2,0.22,0.2,0.58,completed,,
User_12,Design Development,1,0.62,0.68,0.18,completed,,
User_13,3D Model,3,0.2,0.6,0.13,completed,,
User_7,Section Drawing,1,0.55,0.23,0.07,completed,,
User_5,Interior Layout Plan,3,0.91,0.11,0.68,completed,,
User_13,Other,2,0.51,0.38,0.22,completed,,
User_1,Construction Document,3,0.1,0.62,0.27,completed,,
User_8,Custom Millwork & Joinery Drawing,3,0.46,0.82,0.99,completed,,
User_7,Interior Layout Plan,2,0.74,0.93,0.97,completed,,
User_7,Zoning & Building Code Compliance,1,0.27,0.02,0.34,completed,,
User_17,Design Development,2,0.52,0.21,0.88,completed,,
User_10,Conceptual Design,1,0.04,0.3,0.05,completed,,
User_19,Elevation Drawing,1,0.24,0.36,0.3,completed,,
User_1,Elevation Drawing,3,0.66,0.66,0.3,completed,,
User_3,Roof Plan,1,0.85,0.16,0.69,completed,,
User_8,Conceptual Design,3,0.75,0.23,0.48,completed,,
User_12,Custom Millwork & Joinery Drawing,2,0.55,0.68,0.09,completed,,
User_8,Floor Plan,3,0.38,0.99,0.54,completed,,
User_15,Other,1,0.32,0.6,0.17,completed,,
User_3,Landscape Plan,1,0.15,0.74,0.01,completed,,
User_10,Furniture Layout Plan,3,0.9,0.06,0.7,completed,,
User_1,Permit Drawing,1,0.57,0.85,0.43,completed,,
User_15,Schematic Design,3,0.94,0.21,0.05,completed,,
User_5,Custom Millwork & Joinery Drawing,3,0.47,0.31,0.73,completed,,
User_18,Landscape Plan,3,0.39,0.97,0.29,completed,,
User_11,Custom Millwork & Joinery Drawing,2,0.65,0.55,0.47,completed,,
User_6,3D Render,2,0.39,0.18,0.55,completed,,
User_2,Elevation Drawing,2,0.22,0.06,0.79,completed,,
User_5,Hardscape Plan,2,0.55,0.76,0.32,completed,,
User_14,Partition Plan,1,0.86,0.91,0.18,completed,,
User_14,3D Render,3,0.3,0.29,0.71,completed,,
User_9,Elevation Drawing,3,0.59,0.55,0.17,completed,,
User_1,Interior Layout Plan,1,0.67,0.49,0.33,completed,,
User_7,Elevation Drawing,1,0.47,0.27,0.79,completed,,
User_11,Site Plan,3,0.65,0.44,0.22,completed,,
User_10,Permit Drawing,3,0.09,0.63,0.37,completed,,
User_15,Conceptual Design,3,0.51,0.1,0.88,completed,,
User_19,Virtual Reality,2,0.49,0.78,0.43,completed,,
User_3,Conceptual Design,2,0.11,0.6,0.92,completed,,
User_7,Conceptual Design,2,0.8,0.16,0.49,completed,,
User_20,Section Drawing,1,0.88,0.99,0.43,completed,,
User_8,Interior Layout Plan,1,0.98,0.46,0.54,completed,,
User_5,Finish Schedule,1,0.82,0.62,0.26,completed,,
User_10,Design Development,2,0.76,0.15,0.91,completed,,
User_13,Construction Document,1,0.15,0.14,0.17,completed,,
User_16,Material Board,3,0.6,0.74,0.74,completed,,
User_6,Lighting & Fixture Plan,3,0.03,0.87,0.15,completed,,
User_17,Finish Schedule,2,0.81,0.96,0.7,completed,,
User_19,Virtual Reality,1,0.5,0.4,0.54,completed,,
User_16,Zoning & Building Code Compliance,3,0.79,0.27,0.37,completed,,
User_3,Material Board,1,0.23,0.47,0.7,completed,,
User_17,3D Render,1,0.41,0.77,0.52,completed,,
User_12,Custom Millwork & Joinery Drawing,1,0.31,0.23,0.5,completed,,
User_11,Design Development,1,0.77,0.17,0.5,completed,,
User_20,3D Render,1,0.99,0.18,0.24,completed,,
User_1,Interior Layout Plan,1,0.24,0.06,0.8,completed,,
User_15,Schematic Design,1,0.32,0.73,0.58,completed,,
User_4,Site Plan,2,0.51,0.8,0.07,completed,,
User_8,Floor Plan,2,0.11,0.08,0.19,completed,,
User_4,Design Development,3,0.08,0.43,0.9,completed,,
User_18,Virtual Reality,3,0.77,0.75,0.21,completed,,
User_15,Partition Plan,3,0.52,0.17,0.4,completed,,
User_9,Material Board,3,0.85,0.26,0.12,completed,,
User_3,Partition Plan,3,0.03,0.51,0.02,completed,,
User_1,Design Development,1,0.73,0.12,0.6,completed,,
User_7,Permit Drawing,1,0.27,0.4,0.44,completed,,
User_2,Section Drawing,2,0.08,0.34,0.92,completed,,
User_5,3D Render,1,0.99,0.98,0.55,completed,,
User_14,Material Board,1,0.45,0.1,0.71,completed,,
User_19,3D Model,3,0.92,0.99,0.16,completed,,
User_18,Virtual Reality,3,0.5,0.69,0.71,completed,,
User_16,Material Board,3,0.72,0.95,0.41,completed,,
User_3,Interior Layout Plan,2,0.54,0.83,0.26,completed,,
User_1,3D Render,1,0.91,0.66,0.54,completed,,
User_18,Reflected Ceiling Plan,1,0.27,0.83,0.06,completed,,
User_8,Landscape Plan,1,0.73,0.71,0.94,completed,,
User_3,Schematic Design,3,0.14,0.5,0.53,completed,,
User_16,Virtual Reality,2,1.0,0.4,0.84,completed,,
User_16,Roof Plan,1,0.02,0.85,0.17,completed,,
User_14,Technical Specification,2,0.56,0.28,0.19,completed,,
User_5,3D Render,2,0.22,0.85,0.53,completed,,
User_2,Roof Plan,1,0.02,0.56,0.07,completed,,
User_1,Reflected Ceiling Plan,2,0.3,0.1,0.77,completed,,
User_10,3D Model,2,0.74,0.87,0.46,completed,,
User_16,Permit Drawing,1,0.46,0.97,0.06,completed,,
User_12,Material Board,2,0.82,0.67,0.51,completed,,
User_18,Permit Drawing,2,0.71,0.8,0.56,completed,,
User_12,Conceptual Design,1,0.3,0.06,0.05,completed,,
User_5,Finish Schedule,2,0.93,0.98,0.77,completed,,
User_12,Floor Plan,2,0.49,0.45,0.89,completed,,
User_18,Reflected Ceiling Plan,2,0.98,0.44,0.79,completed,,
User_5,Custom Millwork & Joinery Drawing,2,0.6,0.61,0.25,completed,,
User_17,Landscape Plan,1,0.16,0.33,0.92,completed,,
User_5,Partition Plan,2,0.29,0.17,0.4,completed,,
User_19,Partition Plan,2,0.57,0.21,0.6,completed,,
User_1,Section Drawing,3,0.45,0.11,0.3,completed,,
User_19,Conceptual Design,2,0.13,0.67,0.67,completed,,
User_16,Material Board,2,0.71,0.55,0.41,completed,,
User_2,Material Board,2,0.57,0.94,0.52,completed,,
User_9,Door & Window Schedule,3,0.94,0.66,0.62,completed,,
User_20,Permit Drawing,3,0.36,0.78,0.8,completed,,
User_2,Zoning & Building Code Compliance,1,0.23,0.3,0.87,completed,,
User_6,Construction Document,2,0.19,0.46,0.83,completed,,
User_13,Virtual Reality,3,0.29,0.45,0.19,completed,,
User_1,Permit Drawing,2,0.97,0.89,0.18,completed,,
User_12,Hardscape Plan,1,0.06,0.11,0.88,completed,,
User_7,Finish Schedule,2,0.45,0.95,0.77,completed,,
User_10,Custom Millwork & Joinery Drawing,2,0.52,0.12,0.06,completed,,
User_17,Custom Millwork & Joinery Drawing,3,0.66,0.93,0.03,completed,,
User_12,Lighting & Fixture Plan,2,0.13,0.11,0.26,completed,,
User_16,Construction Document,1,0.72,0.82,0.87,completed,,
User_14,Custom Millwork & Joinery Drawing,1,0.99,0.49,0.22,completed,,
User_6,Finish Schedule,2,0.94,0.31,0.86,completed,,
User_5,Partition Plan,2,0.22,0.74,0.67,completed,,
User_4,Reflected Ceiling Plan,1,0.05,0.52,0.48,completed,,
User_6,3D Model,3,0.99,0.49,0.83,completed,,
User_11,Construction Document,1,0.91,0.15,0.29,completed,,
User_13,Permit Drawing,1,0.02,0.43,0.39,completed,,
User_17,Schematic Design,2,0.73,0.93,0.66,completed,,
User_19,Section Drawing,1,0.34,0.79,0.89,completed,,
User_11,Lighting & Fixture Plan,2,0.93,0.77,0.6,completed,,
User_13,Partition Plan,3,0.41,0.62,0.09,completed,,
User_8,Door & Window Schedule,2,0.03,0.54,0.83,completed,,
User_9,Finish Schedule,2,0.35,0.89,0.48,completed,,
User_10,Schematic Design,2,0.72,0.44,0.94,completed,,
User_3,Roof Plan,2,0.51,0.72,0.59,completed,,
User_1,Design Development,3,0.91,0.84,0.81,completed,,
User_13,Construction Document,1,0.08,0.74,0.62,completed,,
User_5,General Specification,2,0.37,0.03,0.37,completed,,
User_19,3D Render,3,0.21,0.69,0.36,completed,,
User_1,Lighting & Fixture Plan,1,0.82,0.59,0.27,completed,,
User_7,Material Board,2,0.03,0.5,0.22,completed,,
User_6,Hardscape Plan,1,0.21,0.77,0.84,completed,,
User_6,Roof Plan,1,0.07,0.35,0.82,completed,,
User_14,Permit Drawing,1,0.5,0.89,0.92,completed,,
User_12,Zoning & Building Code Compliance,3,0.31,0.75,0.35,completed,,
User_3,Zoning & Building Code Compliance,2,0.02,0.83,0.01,completed,,
User_16,Permit Drawing,1,0.57,0.48,0.08,completed,,
User_7,Technical Specification,1,0.94,0.89,0.65,completed,,
User_13,Virtual Reality,3,0.36,0.99,0.27,completed,,
User_3,Interior Layout Plan,3,0.73,0.67,0.73,completed,,
User_18,General Specification,3,0.87,0.99,0.7,completed,,
User_5,Lighting & Fixture Plan,2,0.62,0.89,0.39,completed,,
User_4,Other,2,0.62,0.29,0.14,completed,,
User_20,3D Model,2,0.58,0.79,0.87,completed,,
User_14,Interior Layout Plan,3,0.89,0.14,0.73,completed,,
User_20,Partition Plan,2,0.41,0.08,0.98,completed,,
User_11,Lighting & Fixture Plan,2,0.3,0.66,0.53,completed,,
User_17,Landscape Plan,1,0.71,0.02,0.03,completed,,
User_17,Virtual Reality,3,0.2,0.77,0.71,completed,,
User_20,Door & Window Schedule,3,0.11,0.42,0.7,completed,,
User_19,Permit Drawing,3,0.5,0.05,0.95,completed,,
User_7,Technical Specification,3,0.47,1.0,0.84,completed,,
User_3,Material Board,3,0.17,0.3,0.66,completed,,
User_8,3D Model,2,0.46,0.14,0.33,completed,,
User_2,Custom Millwork & Joinery Drawing,1,0.48,0.52,0.86,completed,,
User_8,Furniture Layout Plan,2,0.54,0.66,0.1,completed,,
User_4,Section Drawing,3,0.12,0.6,0.67,completed,,
User_14,Lighting & Fixture Plan,1,0.1,0.17,0.82,completed,,
User_8,3D Render,3,0.03,0.51,0.49,completed,,
User_6,Zoning & Building Code Compliance,3,0.85,0.97,0.47,completed,,
User_6,Roof Plan,3,0.96,0.15,0.02,completed,,
User_1,Hardscape Plan,2,0.41,0.5,0.88,completed,,
User_17,Partition Plan,1,0.81,0.43,0.29,completed,,
User_1,Floor Plan,1,0.66,0.17,0.68,completed,,
User_20,3D Model,3,0.03,0.95,0.94,completed,,
User_3,3D Render,2,0.82,0.59,0.82,completed,,
User_16,Landscape Plan,2,0.15,0.47,0.37,completed,,
User_2,Finish Schedule,1,0.13,0.41,0.29,completed,,
User_13,Door & Window Schedule,1,0.48,0.47,0.62,completed,,
User_7,Reflected Ceiling Plan,1,0.25,0.17,0.87,completed,,
User_4,Section Drawing,3,0.83,0.36,0.59,completed,,
User_9,Reflected Ceiling Plan,3,0.21,0.32,0.38,completed,,
User_12,Section Drawing,2,0.56,0.89,0.57,completed,,
User_6,Permit Drawing,3,0.31,0.9,0.03,completed,,
User_13,Roof Plan,3,0.96,0.46,0.83,completed,,
User_9,Hardscape Plan,1,0.83,0.17,0.1,completed,,
User_18,Roof Plan,1,0.28,0.98,0.31,completed,,
User_17,Other,2,0.34,0.11,0.6,completed,,
User_16,Custom Millwork & Joinery Drawing,1,0.28,0.84,0.14,completed,,
User_20,Material Board,2,0.15,0.58,0.77,completed,,
User_14,Schematic Design,2,0.94,0.36,0.82,completed,,
User_18,Schematic Design,3,0.42,0.26,0.49,completed,,
User_2,Floor Plan,2,0.71,0.98,0.84,completed,,
User_5,Partition Plan,3,0.49,0.79,0.52,completed,,
User_3,Hardscape Plan,1,0.21,0.16,0.81,completed,,
User_9,Furniture Layout Plan,1,0.03,0.43,0.73,completed,,
User_20,Partition Plan,1,0.86,0.1,0.63,completed,,
User_3,Elevation Drawing,3,0.14,0.58,0.81,completed,,
User_1,Landscape Plan,3,0.68,0.97,0.58,completed,,
User_16,Finish Schedule,2,0.11,0.26,0.28,completed,,
User_4,Lighting & Fixture Plan,3,0.28,0.49,0.2,completed,,
User_1,Roof Plan,3,0.5,0.53,0.53,completed,,
User_12,3D Render,3,0.88,0.26,0.44,completed,,
User_20,Other,2,0.96,0.15,0.42,completed,,
User_17,General Specification,2,0.77,0.86,0.89,completed,,
User_8,Permit Drawing,3,0.22,0.45,0.06,completed,,
User_8,3D Render,3,0.07,0.27,0.02,completed,,
User_3,Section Drawing,2,0.05,0.57,0.38,completed,,
User_19,Elevation Drawing,2,0.75,0.2,0.37,completed,,
User_5,Door & Window Schedule,1,0.65,0.05,0.55,completed,,
User_2,Construction Document,3,0.65,0.57,0.25,completed,,
User_17,Custom Millwork & Joinery Drawing,3,0.24,0.2,0.26,completed,,
User_7,Conceptual Design,2,0.05,0.71,0.61,completed,,
User_19,Permit Drawing,2,0.96,0.04,0.28,completed,,
User_14,Permit Drawing,3,0.08,0.33,0.14,completed,,
User_6,Custom Millwork & Joinery Drawing,3,0.53,0.71,0.47,completed,,
User_17,Reflected Ceiling Plan,2,0.29,0.49,0.53,completed,,
User_20,Floor Plan,2,0.04,0.36,0.81,completed,,
User_20,Technical Specification,1,0.84,0.75,0.45,completed,,
User_17,Permit Drawing,3,0.04,0.9,0.29,completed,,
User_20,Material Board,1,0.64,0.33,0.93,completed,,
User_9,Landscape Plan,3,0.02,0.68,0.72,completed,,
User_14,Roof Plan,1,0.75,0.96,0.06,completed,,
User_19,Schematic Design,2,0.68,0.32,0.1,completed,,
User_14,Site Plan,1,0.94,0.38,0.35,completed,,
User_14,Interior Layout Plan,3,0.46,0.74,0.6,completed,,
User_20,Schematic Design,1,0.91,0.76,0.62,completed,,
User_12,Zoning & Building Code Compliance,2,0.1,0.57,0.68,completed,,
User_4,3D Render,2,0.21,0.63,0.16,completed,,
User_8,Landscape Plan,3,0.63,0.63,0.2,completed,,
User_4,Zoning & Building Code Compliance,3,0.04,0.82,0.59,completed,,
