user_id,name,quality_score,task_id,title,description,type_of_task,priority_level,due_date
c83f077e-1663-46f2-9455-3b4e60e7434a,User 2,0.86,89a8d875-b776-4cf6-8e38-19f0acb4fc95,Material Selection & Specification,Curate materials and finishes for the sustainable home project.,Lighting & Fixture Plan,High,2025-04-17
fd562db9-6ee1-49c7-906c-b697b6cf51ec,User 1,0.63,9b53c9e8-d484-496b-8780-5b29100d593f,Construction Documentation,Compile detailed construction drawings for city permit approval.,Roof Plan,High,2025-05-01
c83f077e-1663-46f2-9455-3b4e60e7434a,User 2,0.85,a2febc41-3366-489e-8db6-a72c17c7a61e,Site Plan Drafting,Prepare a site plan layout considering zoning and access.,3D Render,Neutral,2025-04-04
c83f077e-1663-46f2-9455-3b4e60e7434a,User 2,0.92,83ace539-e4c9-47c1-a193-18793379afc3,Hardscape Design Execution,Design outdoor paving and seating areas for the commercial plaza.,Furniture Layout Plan,Low,2025-04-16
463803b1-48ef-46c7-9bf6-1b130a6bb642,User 7,0.88,c7940f22-6513-4b4c-8a0e-54e7c9df0344,Hardscape Design Execution,Design outdoor paving and seating areas for the commercial plaza.,Furniture Layout Plan,High,2025-04-19
f22b7a85-c4a4-4880-95a1-53e8b677aa91,User 9,0.68,dd842830-0245-40a8-a20e-2db3b96b0166,Custom Joinery Design,Develop detailed joinery drawings for the interior fit-out project.,Custom Millwork & Joinery Drawing,Neutral,2025-04-13
b2e79f59-e1fe-4a08-87dc-f5b4aa649b5c,User 10,0.78,c2c42417-2a96-4a63-9bcf-7b692fdb0359,Site Plan Drafting,Prepare a site plan layout considering zoning and access.,Section Drawing,Low,2025-04-13
aca21bbd-6525-46d8-b7eb-4d67da336104,User 6,0.63,f4acc62e-6102-4d3a-b4c5-e77ff33076a2,Lighting Plan Design,Create a lighting and fixture layout for the retail store.,Lighting & Fixture Plan,Low,2025-05-02
463803b1-48ef-46c7-9bf6-1b130a6bb642,User 7,0.8,0e352682-f378-4e78-be23-ae803fe8b5d3,Conceptual Design Drafting,Prepare an initial concept sketch for the urban park renovation.,Furniture Layout Plan,Neutral,2025-05-01
463803b1-48ef-46c7-9bf6-1b130a6bb642,User 7,0.9,1bd1102a-55be-44ec-96bb-b52af0b447a8,Hardscape Design Execution,Design outdoor paving and seating areas for the commercial plaza.,Roof Plan,Low,2025-04-08
8cc5cc70-04f2-43f4-9bb1-a41fb829f559,User 3,0.94,887711d1-d719-48ce-a7fe-ffc22e1c0fc6,Facade Elevation Detailing,Finalize the detailed elevation drawings for the high-rise building.,Technical Specification,Neutral,2025-04-19
a7eb03ad-6f99-48a0-b37a-94371e8fb27c,User 4,0.87,5ffb35ec-e8fe-4de5-8e21-29ead3a22e04,Site Plan Drafting,Prepare a site plan layout considering zoning and access.,Landscape Plan,High,2025-04-23
b2e79f59-e1fe-4a08-87dc-f5b4aa649b5c,User 10,0.63,717b594b-dab7-4c41-b7be-86c0cd708d43,Structural Coordination,Coordinate with the structural engineer for beam placements.,Door & Window Schedule,Neutral,2025-04-15
b2e79f59-e1fe-4a08-87dc-f5b4aa649b5c,User 10,0.7,32f1b004-3a0e-4396-b838-c43729159d34,3D Model Development,Create a detailed 3D model for the client’s new residential project.,Finish Schedule,High,2025-04-04
879f8888-4e4d-48e6-ac7f-67c6f066c5ad,User 5,0.64,f4d3b47b-410f-4f74-934c-e6cb1f95c79a,Facade Elevation Detailing,Finalize the detailed elevation drawings for the high-rise building.,Design Development,High,2025-04-26
8cc5cc70-04f2-43f4-9bb1-a41fb829f559,User 3,0.82,6b1c6590-1c38-4306-85f4-dd6951008cfb,3D Model Development,Create a detailed 3D model for the client’s new residential project.,Elevation Drawing,Neutral,2025-04-30
f22b7a85-c4a4-4880-95a1-53e8b677aa91,User 9,0.69,ca6ecc84-057c-483c-b009-ede48a888f54,Construction Documentation,Compile detailed construction drawings for city permit approval.,Elevation Drawing,High,2025-04-06
f22b7a85-c4a4-4880-95a1-53e8b677aa91,User 9,0.85,3ddb2ac1-d091-4c95-833f-18647a2ed10d,Interior Layout Planning,Optimize space planning for the luxury apartment interior.,Design Development,High,2025-05-03
a7eb03ad-6f99-48a0-b37a-94371e8fb27c,User 4,0.74,eb0f1dd5-ff20-4655-b442-3ab6d211420a,Structural Coordination,Coordinate with the structural engineer for beam placements.,Landscape Plan,High,2025-04-04
aca21bbd-6525-46d8-b7eb-4d67da336104,User 6,0.98,76488302-6082-404a-bf1d-ba3c639cb6d5,Conceptual Design Drafting,Prepare an initial concept sketch for the urban park renovation.,Virtual Reality,Low,2025-04-12
c83f077e-1663-46f2-9455-3b4e60e7434a,User 2,0.84,bed27ce4-af96-4fbd-9b00-f9a7cbf21667,Lighting Plan Design,Create a lighting and fixture layout for the retail store.,Roof Plan,Low,2025-04-24
879f8888-4e4d-48e6-ac7f-67c6f066c5ad,User 5,0.79,bcda3653-c4f2-4f66-aa4b-0be95a572f31,Facade Elevation Detailing,Finalize the detailed elevation drawings for the high-rise building.,Roof Plan,Low,2025-05-01
72f9b1b7-bc01-4ea7-9ad5-27bea615b841,User 8,0.81,8e40c9cd-4c91-4e2d-9196-88e508e53c13,Technical Specifications,Compile technical specifications for the construction phase.,Construction Document,High,2025-04-16
72f9b1b7-bc01-4ea7-9ad5-27bea615b841,User 8,0.73,44267cc7-0578-4a38-b079-1d8e3d232f3c,Hardscape Design Execution,Design outdoor paving and seating areas for the commercial plaza.,Design Development,Low,2025-04-26
aca21bbd-6525-46d8-b7eb-4d67da336104,User 6,0.92,12761849-fb24-43be-8eb5-ff53a55cbbce,Render Finalization,Enhance the 3D renders for the commercial building's presentation.,Material Board,High,2025-04-06
72f9b1b7-bc01-4ea7-9ad5-27bea615b841,User 8,0.74,7c9e895f-2b21-4a82-812e-41dc828c33c9,Interior Layout Planning,Optimize space planning for the luxury apartment interior.,Technical Specification,High,2025-04-23
a7eb03ad-6f99-48a0-b37a-94371e8fb27c,User 4,0.85,cb85f4f4-ae38-4e5a-9443-208a58444783,Material Selection & Specification,Curate materials and finishes for the sustainable home project.,Hardscape Plan,Neutral,2025-05-02
f22b7a85-c4a4-4880-95a1-53e8b677aa91,User 9,0.8,20fc6287-520e-45d9-ba12-d553167d262e,Permit Drawing Submission,Prepare and submit permit drawings for approval.,Floor Plan,Low,2025-05-03
c83f077e-1663-46f2-9455-3b4e60e7434a,User 2,0.72,1c4868d7-f8ce-4fcf-8fb5-9eaa5dcd23aa,Facade Elevation Detailing,Finalize the detailed elevation drawings for the high-rise building.,Permit Drawing,High,2025-04-26
b2e79f59-e1fe-4a08-87dc-f5b4aa649b5c,User 10,0.81,9a6cedd1-4ce4-4a3d-b411-6242d046c290,Structural Coordination,Coordinate with the structural engineer for beam placements.,Reflected Ceiling Plan,High,2025-04-12
879f8888-4e4d-48e6-ac7f-67c6f066c5ad,User 5,0.79,da672be5-df74-467c-9a59-597161fa68dc,Permit Drawing Submission,Prepare and submit permit drawings for approval.,Partition Plan,Low,2025-04-19
f22b7a85-c4a4-4880-95a1-53e8b677aa91,User 9,0.87,519338f7-8b8d-473c-a407-08ac307483fc,3D Model Development,Create a detailed 3D model for the client’s new residential project.,Roof Plan,Low,2025-04-12
c83f077e-1663-46f2-9455-3b4e60e7434a,User 2,0.79,e0a89d71-e3eb-432f-adf8-1e6cbf990376,Structural Coordination,Coordinate with the structural engineer for beam placements.,Furniture Layout Plan,Low,2025-04-19
b2e79f59-e1fe-4a08-87dc-f5b4aa649b5c,User 10,0.85,b54f090b-6611-44c5-b333-8009f5a9ed21,3D Model Development,Create a detailed 3D model for the client’s new residential project.,Custom Millwork & Joinery Drawing,Low,2025-04-16
fd562db9-6ee1-49c7-906c-b697b6cf51ec,User 1,0.84,c21cec75-c918-4f1c-8c4a-5d64e32923ea,Conceptual Design Drafting,Prepare an initial concept sketch for the urban park renovation.,Zoning & Building Code Compliance,High,2025-05-01
72f9b1b7-bc01-4ea7-9ad5-27bea615b841,User 8,0.74,67eb3c57-0621-4fb5-a0ba-9ce3e68823f5,3D Model Development,Create a detailed 3D model for the client’s new residential project.,General Specification,Low,2025-04-09
879f8888-4e4d-48e6-ac7f-67c6f066c5ad,User 5,0.93,620d8be7-abe2-49d3-aad2-29c7e0025255,3D Model Development,Create a detailed 3D model for the client’s new residential project.,Lighting & Fixture Plan,Low,2025-04-29
c83f077e-1663-46f2-9455-3b4e60e7434a,User 2,0.84,4ce67f51-4873-48e0-9c2c-99ad4c13f8d9,Landscape Design Refinement,Enhance the planting layout for the residential garden.,Conceptual Design,High,2025-04-15
aca21bbd-6525-46d8-b7eb-4d67da336104,User 6,0.89,399a6e5a-57ef-4a10-8791-f7d87ade0178,Permit Drawing Submission,Prepare and submit permit drawings for approval.,Hardscape Plan,High,2025-04-30
aca21bbd-6525-46d8-b7eb-4d67da336104,User 6,0.62,a624e6b1-6e6b-44c8-baed-667032edf0fa,Permit Drawing Submission,Prepare and submit permit drawings for approval.,Finish Schedule,Neutral,2025-04-15
463803b1-48ef-46c7-9bf6-1b130a6bb642,User 7,0.82,d8592a4d-8815-4794-a201-574d6cd012de,Permit Drawing Submission,Prepare and submit permit drawings for approval.,Construction Document,High,2025-04-06
879f8888-4e4d-48e6-ac7f-67c6f066c5ad,User 5,0.98,05d4afb0-d5c4-4bf1-8cfa-8c1bc2bb69cd,Render Finalization,Enhance the 3D renders for the commercial building's presentation.,Finish Schedule,Neutral,2025-04-04
fd562db9-6ee1-49c7-906c-b697b6cf51ec,User 1,0.85,b57fd905-e6a1-4d64-889d-c7f43783b290,Lighting Plan Design,Create a lighting and fixture layout for the retail store.,Site Plan,High,2025-04-25
aca21bbd-6525-46d8-b7eb-4d67da336104,User 6,0.88,ccb25e89-8828-434d-8036-ffadb0cddd20,Lighting Plan Design,Create a lighting and fixture layout for the retail store.,Material Board,High,2025-04-22
a7eb03ad-6f99-48a0-b37a-94371e8fb27c,User 4,0.85,102fc13a-8bb1-499f-a70b-d84b6532bfbe,Material Selection & Specification,Curate materials and finishes for the sustainable home project.,Furniture Layout Plan,Low,2025-04-30
879f8888-4e4d-48e6-ac7f-67c6f066c5ad,User 5,0.9,f5046c49-71ef-409e-bd05-dbcc14d03772,3D Model Development,Create a detailed 3D model for the client’s new residential project.,Elevation Drawing,High,2025-04-26
8cc5cc70-04f2-43f4-9bb1-a41fb829f559,User 3,0.85,655c2e28-3d2b-4146-bc07-999a45564b79,Lighting Plan Design,Create a lighting and fixture layout for the retail store.,Interior Layout Plan,High,2025-04-07
b2e79f59-e1fe-4a08-87dc-f5b4aa649b5c,User 10,0.67,be4f91cb-9a3f-4855-96da-fd7b367f5b3d,Technical Specifications,Compile technical specifications for the construction phase.,Interior Layout Plan,High,2025-04-17
8cc5cc70-04f2-43f4-9bb1-a41fb829f559,User 3,0.77,7f0e980c-c861-4dc7-b363-ae515d77a257,Facade Elevation Detailing,Finalize the detailed elevation drawings for the high-rise building.,Elevation Drawing,Low,2025-04-30
8cc5cc70-04f2-43f4-9bb1-a41fb829f559,User 3,0.8,39db4723-da2a-4066-99ff-413dcc84b494,Custom Joinery Design,Develop detailed joinery drawings for the interior fit-out project.,Section Drawing,High,2025-04-07
aca21bbd-6525-46d8-b7eb-4d67da336104,User 6,0.71,8f4c433f-4615-414d-b9f8-2c5c94097491,Site Plan Drafting,Prepare a site plan layout considering zoning and access.,Furniture Layout Plan,Low,2025-04-28
72f9b1b7-bc01-4ea7-9ad5-27bea615b841,User 8,0.72,26bc0c41-275b-4be6-b219-6eb02edbebb7,Hardscape Design Execution,Design outdoor paving and seating areas for the commercial plaza.,Section Drawing,Neutral,2025-04-15
f22b7a85-c4a4-4880-95a1-53e8b677aa91,User 9,0.69,30dabb47-b4c6-4b2d-9b3f-1adf7f903b5a,Interior Layout Planning,Optimize space planning for the luxury apartment interior.,Design Development,Low,2025-04-10
a7eb03ad-6f99-48a0-b37a-94371e8fb27c,User 4,0.68,511e4c8e-92d1-4f6f-9565-d466596006b4,Technical Specifications,Compile technical specifications for the construction phase.,Furniture Layout Plan,Low,2025-04-08
72f9b1b7-bc01-4ea7-9ad5-27bea615b841,User 8,0.9,36517333-8005-40ec-9f60-59aa2b568c83,Technical Specifications,Compile technical specifications for the construction phase.,Design Development,Low,2025-04-20
fd562db9-6ee1-49c7-906c-b697b6cf51ec,User 1,0.92,79d648fb-8b39-430f-af64-1f90ee0103cd,Landscape Design Refinement,Enhance the planting layout for the residential garden.,Material Board,Low,2025-04-24
fd562db9-6ee1-49c7-906c-b697b6cf51ec,User 1,0.77,250fdf3e-d39c-4b8e-98ee-1c51a54bc993,Hardscape Design Execution,Design outdoor paving and seating areas for the commercial plaza.,Lighting & Fixture Plan,Neutral,2025-04-12
879f8888-4e4d-48e6-ac7f-67c6f066c5ad,User 5,0.97,e9d8c722-6a5e-4eae-9e36-79efc765e6dd,Site Plan Drafting,Prepare a site plan layout considering zoning and access.,Others,Low,2025-04-09
72f9b1b7-bc01-4ea7-9ad5-27bea615b841,User 8,0.84,b7770768-51e9-45e8-97f1-9f1b0df71e32,Technical Specifications,Compile technical specifications for the construction phase.,3D Model,Low,2025-04-18
b2e79f59-e1fe-4a08-87dc-f5b4aa649b5c,User 10,0.84,687b173a-e9f2-4025-9dc0-9218eca5115e,Permit Drawing Submission,Prepare and submit permit drawings for approval.,Others,Neutral,2025-04-07
a7eb03ad-6f99-48a0-b37a-94371e8fb27c,User 4,0.78,e3a9e5f6-d455-4d11-8794-0544f47de438,Permit Drawing Submission,Prepare and submit permit drawings for approval.,Virtual Reality,Neutral,2025-04-16
879f8888-4e4d-48e6-ac7f-67c6f066c5ad,User 5,1.0,1a74db8a-81f1-44bb-a5db-4cf793e93b7d,Conceptual Design Drafting,Prepare an initial concept sketch for the urban park renovation.,Virtual Reality,Low,2025-04-23
a7eb03ad-6f99-48a0-b37a-94371e8fb27c,User 4,0.95,fe6437f4-35e7-4927-aaa0-4ae9c1c6c03f,Construction Documentation,Compile detailed construction drawings for city permit approval.,Zoning & Building Code Compliance,High,2025-05-03
72f9b1b7-bc01-4ea7-9ad5-27bea615b841,User 8,0.92,8eb716dd-b626-4cce-a140-159b30169cfb,Custom Joinery Design,Develop detailed joinery drawings for the interior fit-out project.,Design Development,Neutral,2025-04-06
463803b1-48ef-46c7-9bf6-1b130a6bb642,User 7,0.91,cddd88a4-f490-4867-b0ca-0ead1a0b9f60,3D Model Development,Create a detailed 3D model for the client’s new residential project.,Door & Window Schedule,Neutral,2025-04-23
8cc5cc70-04f2-43f4-9bb1-a41fb829f559,User 3,0.72,19f1b380-248b-4041-81e3-cfe9b5a13139,Hardscape Design Execution,Design outdoor paving and seating areas for the commercial plaza.,General Specification,Low,2025-04-24
aca21bbd-6525-46d8-b7eb-4d67da336104,User 6,0.84,3e31b90a-aed0-4503-9ea6-b7ba0393947c,Landscape Design Refinement,Enhance the planting layout for the residential garden.,Zoning & Building Code Compliance,Neutral,2025-04-08
c83f077e-1663-46f2-9455-3b4e60e7434a,User 2,0.78,b258646c-94cf-4cef-b89c-70577d985f3e,Lighting Plan Design,Create a lighting and fixture layout for the retail store.,Partition Plan,High,2025-04-23
f22b7a85-c4a4-4880-95a1-53e8b677aa91,User 9,0.95,b05526a4-ed1b-40d6-bcf6-e15e18907596,Facade Elevation Detailing,Finalize the detailed elevation drawings for the high-rise building.,Virtual Reality,Neutral,2025-04-27
aca21bbd-6525-46d8-b7eb-4d67da336104,User 6,0.82,408b59b3-fdc4-451f-8f32-d3949005e53f,Conceptual Design Drafting,Prepare an initial concept sketch for the urban park renovation.,Elevation Drawing,Low,2025-04-13
b2e79f59-e1fe-4a08-87dc-f5b4aa649b5c,User 10,0.61,4b4a82a1-4ef8-41cb-86f2-b58ad143d76a,Technical Specifications,Compile technical specifications for the construction phase.,Furniture Layout Plan,Low,2025-04-26
8cc5cc70-04f2-43f4-9bb1-a41fb829f559,User 3,0.76,13e7f1cb-5e10-4578-ad0f-5756eb0db266,Site Plan Drafting,Prepare a site plan layout considering zoning and access.,Custom Millwork & Joinery Drawing,High,2025-04-04
8cc5cc70-04f2-43f4-9bb1-a41fb829f559,User 3,0.85,6b421478-ccaa-4c38-a13a-6625a0f35262,Landscape Design Refinement,Enhance the planting layout for the residential garden.,Technical Specification,Neutral,2025-04-13
8cc5cc70-04f2-43f4-9bb1-a41fb829f559,User 3,0.84,6a6856b4-1ef0-471d-8689-a4ca1d4256de,Permit Drawing Submission,Prepare and submit permit drawings for approval.,Floor Plan,Low,2025-04-26
a7eb03ad-6f99-48a0-b37a-94371e8fb27c,User 4,0.65,f53c345e-0447-4394-b26a-6354dab565ac,Construction Documentation,Compile detailed construction drawings for city permit approval.,Material Board,Neutral,2025-04-09
fd562db9-6ee1-49c7-906c-b697b6cf51ec,User 1,0.6,c1ed1aeb-ed00-48e3-882f-beb56722bd64,Permit Drawing Submission,Prepare and submit permit drawings for approval.,Technical Specification,High,2025-05-02
f22b7a85-c4a4-4880-95a1-53e8b677aa91,User 9,0.75,43c060b5-d6ed-4a38-9fbb-6a26ea9cb392,Landscape Design Refinement,Enhance the planting layout for the residential garden.,Others,Neutral,2025-04-25
463803b1-48ef-46c7-9bf6-1b130a6bb642,User 7,0.79,c79978a8-febb-4ed8-b940-372da6d252c2,Material Selection & Specification,Curate materials and finishes for the sustainable home project.,Others,Low,2025-04-06
8cc5cc70-04f2-43f4-9bb1-a41fb829f559,User 3,0.78,64f178b1-413e-4f16-bf81-ba559aeae05b,Render Finalization,Enhance the 3D renders for the commercial building's presentation.,Furniture Layout Plan,High,2025-04-14
b2e79f59-e1fe-4a08-87dc-f5b4aa649b5c,User 10,0.98,e89a8ec1-c43d-425f-9c73-47bb87fe9f5e,Material Selection & Specification,Curate materials and finishes for the sustainable home project.,Conceptual Design,High,2025-04-21
f22b7a85-c4a4-4880-95a1-53e8b677aa91,User 9,0.99,e9e0e573-54a0-412c-9574-bd64934ba6e0,Structural Coordination,Coordinate with the structural engineer for beam placements.,Partition Plan,Low,2025-05-03
fd562db9-6ee1-49c7-906c-b697b6cf51ec,User 1,0.95,42068918-cbeb-43b6-8b06-f8a40f7c99e5,Site Plan Drafting,Prepare a site plan layout considering zoning and access.,Zoning & Building Code Compliance,Neutral,2025-04-11
f22b7a85-c4a4-4880-95a1-53e8b677aa91,User 9,0.79,8762cb40-2d97-4bcc-8441-fceaf2e42571,Permit Drawing Submission,Prepare and submit permit drawings for approval.,Virtual Reality,High,2025-04-24
a7eb03ad-6f99-48a0-b37a-94371e8fb27c,User 4,0.68,0127e6a0-6884-4cf9-8172-5da3ac7c7cc3,Lighting Plan Design,Create a lighting and fixture layout for the retail store.,Technical Specification,Neutral,2025-04-07
aca21bbd-6525-46d8-b7eb-4d67da336104,User 6,0.83,d2da2cf8-20cc-4a6e-aee6-4f9cda848759,Material Selection & Specification,Curate materials and finishes for the sustainable home project.,Others,High,2025-04-29
a7eb03ad-6f99-48a0-b37a-94371e8fb27c,User 4,1.0,f73ae94f-689a-4d85-bb7b-97f71626df91,Structural Coordination,Coordinate with the structural engineer for beam placements.,General Specification,High,2025-04-23
f22b7a85-c4a4-4880-95a1-53e8b677aa91,User 9,0.87,ccce01ff-99b1-4385-a2cb-69c2cc4abae8,Technical Specifications,Compile technical specifications for the construction phase.,Elevation Drawing,Neutral,2025-04-13
aca21bbd-6525-46d8-b7eb-4d67da336104,User 6,0.76,b5dca278-d64f-43bc-8ee0-d96e8db9406e,Hardscape Design Execution,Design outdoor paving and seating areas for the commercial plaza.,Virtual Reality,Neutral,2025-05-01
879f8888-4e4d-48e6-ac7f-67c6f066c5ad,User 5,1.0,2d6ea225-4cd8-4f12-9efb-deb7b14a16f4,Structural Coordination,Coordinate with the structural engineer for beam placements.,Construction Document,Neutral,2025-04-08
b2e79f59-e1fe-4a08-87dc-f5b4aa649b5c,User 10,0.61,d425c64e-8f17-4bbc-aa37-a6363e4267e3,Interior Layout Planning,Optimize space planning for the luxury apartment interior.,General Specification,Low,2025-04-17
b2e79f59-e1fe-4a08-87dc-f5b4aa649b5c,User 10,0.95,1fa85a64-6e14-4aac-831d-882563de34c1,Custom Joinery Design,Develop detailed joinery drawings for the interior fit-out project.,Roof Plan,High,2025-05-01
b2e79f59-e1fe-4a08-87dc-f5b4aa649b5c,User 10,0.84,0d759671-7a8a-4b50-8368-f83f79dac73f,Conceptual Design Drafting,Prepare an initial concept sketch for the urban park renovation.,Elevation Drawing,Low,2025-05-02
a7eb03ad-6f99-48a0-b37a-94371e8fb27c,User 4,0.88,6b714427-1016-4d5e-9626-3726200b2691,Structural Coordination,Coordinate with the structural engineer for beam placements.,Site Plan,Low,2025-04-30
72f9b1b7-bc01-4ea7-9ad5-27bea615b841,User 8,0.76,4f0c66f1-fa18-48d3-8246-a0797f480c42,Construction Documentation,Compile detailed construction drawings for city permit approval.,Elevation Drawing,Low,2025-05-02
f22b7a85-c4a4-4880-95a1-53e8b677aa91,User 9,0.65,49757843-678c-4faf-abf6-b7b8ed5c2a11,Site Plan Drafting,Prepare a site plan layout considering zoning and access.,Custom Millwork & Joinery Drawing,Neutral,2025-04-27
8cc5cc70-04f2-43f4-9bb1-a41fb829f559,User 3,0.94,182b68a7-27fe-4d4f-9384-3b5739365b72,Structural Coordination,Coordinate with the structural engineer for beam placements.,3D Render,Neutral,2025-04-26
72f9b1b7-bc01-4ea7-9ad5-27bea615b841,User 8,0.96,6359676e-e377-4cc0-958e-f267dd956616,Lighting Plan Design,Create a lighting and fixture layout for the retail store.,Construction Document,Neutral,2025-04-13
fd562db9-6ee1-49c7-906c-b697b6cf51ec,User 1,0.8,3cdeb68d-2d36-4aed-83d2-78843522bf6c,Render Finalization,Enhance the 3D renders for the commercial building's presentation.,Landscape Plan,High,2025-04-04
463803b1-48ef-46c7-9bf6-1b130a6bb642,User 7,0.75,b79e59de-ed37-47d7-ab6e-47694d8716e6,3D Model Development,Create a detailed 3D model for the client’s new residential project.,Site Plan,Neutral,2025-04-24
463803b1-48ef-46c7-9bf6-1b130a6bb642,User 7,0.77,69499716-4bbe-4485-8d67-9fd3ba8970e0,Hardscape Design Execution,Design outdoor paving and seating areas for the commercial plaza.,Construction Document,High,2025-05-02
b2e79f59-e1fe-4a08-87dc-f5b4aa649b5c,User 10,0.86,59790fcf-affd-4329-9266-212df9782b45,Permit Drawing Submission,Prepare and submit permit drawings for approval.,Landscape Plan,Low,2025-04-15
8cc5cc70-04f2-43f4-9bb1-a41fb829f559,User 3,0.6,53e982d3-bc38-4238-8871-b5a9d980274a,Permit Drawing Submission,Prepare and submit permit drawings for approval.,Conceptual Design,Low,2025-04-12
aca21bbd-6525-46d8-b7eb-4d67da336104,User 6,0.9,c7dc9b3f-46bd-4b37-81cd-917cb42f39be,Hardscape Design Execution,Design outdoor paving and seating areas for the commercial plaza.,Site Plan,Neutral,2025-04-28
879f8888-4e4d-48e6-ac7f-67c6f066c5ad,User 5,0.66,61875128-f7b7-4379-970e-7c83376cb202,Construction Documentation,Compile detailed construction drawings for city permit approval.,Schematic Design,Low,2025-04-27
b2e79f59-e1fe-4a08-87dc-f5b4aa649b5c,User 10,0.92,8e1e9990-3996-4fa7-a137-fea5bc6b44a2,Hardscape Design Execution,Design outdoor paving and seating areas for the commercial plaza.,Conceptual Design,Low,2025-04-11
8cc5cc70-04f2-43f4-9bb1-a41fb829f559,User 3,0.99,46b7fd74-14d6-4af7-a717-7a6222a89963,Construction Documentation,Compile detailed construction drawings for city permit approval.,Schematic Design,High,2025-04-08
fd562db9-6ee1-49c7-906c-b697b6cf51ec,User 1,0.64,e1f89814-bd4e-4523-883b-dd980a8dd218,Interior Layout Planning,Optimize space planning for the luxury apartment interior.,Interior Layout Plan,Neutral,2025-04-12
a7eb03ad-6f99-48a0-b37a-94371e8fb27c,User 4,0.67,a010ca57-ec68-4e14-affd-cc70e4071006,Lighting Plan Design,Create a lighting and fixture layout for the retail store.,Section Drawing,High,2025-04-14
72f9b1b7-bc01-4ea7-9ad5-27bea615b841,User 8,0.72,e5d2cafb-9742-4d80-a190-bfef3f501a74,Conceptual Design Drafting,Prepare an initial concept sketch for the urban park renovation.,Section Drawing,Low,2025-04-21
b2e79f59-e1fe-4a08-87dc-f5b4aa649b5c,User 10,0.68,8a6d52df-c412-400b-9a5a-6f82a62be600,Hardscape Design Execution,Design outdoor paving and seating areas for the commercial plaza.,Virtual Reality,Neutral,2025-04-13
72f9b1b7-bc01-4ea7-9ad5-27bea615b841,User 8,0.99,ad3f7aef-f4e5-494a-a6cf-70afb562c8cf,Render Finalization,Enhance the 3D renders for the commercial building's presentation.,Lighting & Fixture Plan,Neutral,2025-05-02
463803b1-48ef-46c7-9bf6-1b130a6bb642,User 7,0.83,05c4b9c1-6ca8-4474-8262-ecc603a1b150,Interior Layout Planning,Optimize space planning for the luxury apartment interior.,3D Render,Low,2025-04-17
a7eb03ad-6f99-48a0-b37a-94371e8fb27c,User 4,0.99,8e6052ab-4b40-4c4f-8dc8-1b01cf0e7a04,Render Finalization,Enhance the 3D renders for the commercial building's presentation.,3D Model,High,2025-04-28
f22b7a85-c4a4-4880-95a1-53e8b677aa91,User 9,0.93,c521ff35-2bd6-495c-a537-845c2e0a280c,Facade Elevation Detailing,Finalize the detailed elevation drawings for the high-rise building.,Site Plan,High,2025-04-23
fd562db9-6ee1-49c7-906c-b697b6cf51ec,User 1,0.8,f81bdd4c-cb29-4fe8-9e53-64b9279a3afe,Material Selection & Specification,Curate materials and finishes for the sustainable home project.,Site Plan,Low,2025-04-20
fd562db9-6ee1-49c7-906c-b697b6cf51ec,User 1,0.75,77aaa16b-c7f7-4881-ba28-d986f3de480e,Lighting Plan Design,Create a lighting and fixture layout for the retail store.,Permit Drawing,Low,2025-04-07
463803b1-48ef-46c7-9bf6-1b130a6bb642,User 7,0.91,dfa009ee-0253-4ec2-a2e4-9ada35a20efc,Facade Elevation Detailing,Finalize the detailed elevation drawings for the high-rise building.,Furniture Layout Plan,Neutral,2025-04-13
72f9b1b7-bc01-4ea7-9ad5-27bea615b841,User 8,0.67,faf5235b-6f15-4bf5-b529-01a8727dfa92,Material Selection & Specification,Curate materials and finishes for the sustainable home project.,Section Drawing,Neutral,2025-04-26
463803b1-48ef-46c7-9bf6-1b130a6bb642,User 7,0.67,5eaa7dad-43f2-4055-ba07-408e810e9d1c,Render Finalization,Enhance the 3D renders for the commercial building's presentation.,Landscape Plan,High,2025-04-18
72f9b1b7-bc01-4ea7-9ad5-27bea615b841,User 8,0.84,bb3dc1dc-cad2-4b23-a116-234a1eb0cdb3,Material Selection & Specification,Curate materials and finishes for the sustainable home project.,3D Render,Low,2025-04-16
aca21bbd-6525-46d8-b7eb-4d67da336104,User 6,0.98,893183f5-6aa0-40c7-a363-0927dbe4d2c7,Construction Documentation,Compile detailed construction drawings for city permit approval.,Partition Plan,High,2025-04-22
463803b1-48ef-46c7-9bf6-1b130a6bb642,User 7,0.79,b3036eec-4976-417e-8ec1-6d8ab9ddd161,Permit Drawing Submission,Prepare and submit permit drawings for approval.,Reflected Ceiling Plan,Low,2025-04-05
463803b1-48ef-46c7-9bf6-1b130a6bb642,User 7,0.99,82273ce8-2ad8-40aa-99a5-90d67bcef897,Structural Coordination,Coordinate with the structural engineer for beam placements.,Finish Schedule,Neutral,2025-04-07
a7eb03ad-6f99-48a0-b37a-94371e8fb27c,User 4,0.95,9daf148a-7c2f-4562-a358-1dd484d2c860,Custom Joinery Design,Develop detailed joinery drawings for the interior fit-out project.,Zoning & Building Code Compliance,Neutral,2025-04-29
879f8888-4e4d-48e6-ac7f-67c6f066c5ad,User 5,0.68,fda059a0-b009-430b-8d21-33cbd0ba7039,Custom Joinery Design,Develop detailed joinery drawings for the interior fit-out project.,Others,High,2025-04-30
