user_id,name,quality_score,task_id,title,description,type_of_task,priority_level,due_date
ca5a1f93-648f-4795-8ce0-eaf69044ffbf,User 3,0.65,c0e6c7e7-d206-4332-8cf2-a3d143f7561e,Technical Specifications,Compile technical specifications for the construction phase.,Floor Plan,Neutral,2025-04-17
7e681771-b7b1-4757-a5d7-fa45f1c1ca91,User 6,0.7,771822a2-8bee-4589-8d2c-75f73d2209ed,Permit Drawing Submission,Prepare and submit permit drawings for approval.,Design Development,Low,2025-04-04
e118a99c-62db-4ecf-b3e7-21ca9f0c6f08,User 4,0.91,9ae6daf9-d295-4ed2-b37f-abcdef0f0d26,Facade Elevation Detailing,Finalize the detailed elevation drawings for the high-rise building.,Finish Schedule,Neutral,2025-04-28
2c56d310-1721-477f-afec-8afb6ecdc050,User 5,0.66,888ab3b0-fa90-47e6-9448-0aebb3832952,Interior Layout Planning,Optimize space planning for the luxury apartment interior.,Door & Window Schedule,High,2025-04-27
7e681771-b7b1-4757-a5d7-fa45f1c1ca91,User 6,0.8,f7acd75f-87b5-4e0a-9ea6-58120ede3215,Site Plan Drafting,Prepare a site plan layout considering zoning and access.,Finish Schedule,Low,2025-04-18
ca5a1f93-648f-4795-8ce0-eaf69044ffbf,User 3,0.64,6141a08c-4ded-4331-aea3-3b13850e0230,3D Model Development,Create a detailed 3D model for the client’s new residential project.,Design Development,High,2025-04-05
31c0ec07-616a-4d60-9db4-cbb75bd98928,User 8,0.71,24617437-a7fa-4de3-aab7-ee44722f192d,Hardscape Design Execution,Design outdoor paving and seating areas for the commercial plaza.,Design Development,High,2025-04-22
ca5a1f93-648f-4795-8ce0-eaf69044ffbf,User 3,0.8,7329ec93-bb7f-480c-9e7f-c2d0e72ce20d,Landscape Design Refinement,Enhance the planting layout for the residential garden.,Section Drawing,High,2025-04-04
2c56d310-1721-477f-afec-8afb6ecdc050,User 5,0.95,097302fb-371d-4b94-86db-2acdf878d5e8,Render Finalization,Enhance the 3D renders for the commercial building's presentation.,Schematic Design,High,2025-04-08
b5d488b2-8cba-4d5e-a7fe-4a626fdfb5bf,User 1,0.91,d2029710-5906-4a37-b74d-8afe640f6a50,Landscape Design Refinement,Enhance the planting layout for the residential garden.,Landscape Plan,High,2025-04-20
7e681771-b7b1-4757-a5d7-fa45f1c1ca91,User 6,0.93,23fd5a5e-aec1-4884-b887-560227c89c8d,Construction Documentation,Compile detailed construction drawings for city permit approval.,Elevation Drawing,Low,2025-04-08
93ba2297-6b06-4b1a-8027-fa46f18719e7,User 10,0.94,d6c2eccf-9eed-4f31-ae23-575f664b6670,Site Plan Drafting,Prepare a site plan layout considering zoning and access.,Door & Window Schedule,Low,2025-04-20
7e681771-b7b1-4757-a5d7-fa45f1c1ca91,User 6,0.61,545464bb-26bd-48f4-a7a0-1bf8d68c4d62,Landscape Design Refinement,Enhance the planting layout for the residential garden.,Lighting & Fixture Plan,Neutral,2025-05-02
b5d488b2-8cba-4d5e-a7fe-4a626fdfb5bf,User 1,0.94,f67cb85d-8499-4271-a2d8-a3b95edc264d,Interior Layout Planning,Optimize space planning for the luxury apartment interior.,General Specification,High,2025-04-20
b5d488b2-8cba-4d5e-a7fe-4a626fdfb5bf,User 1,0.87,bd65f436-edf1-4643-8fe8-e2916510c4c3,Facade Elevation Detailing,Finalize the detailed elevation drawings for the high-rise building.,Lighting & Fixture Plan,Low,2025-04-09
ca5a1f93-648f-4795-8ce0-eaf69044ffbf,User 3,0.9,26302397-db3c-4155-a444-ae73bec5e52c,Structural Coordination,Coordinate with the structural engineer for beam placements.,Construction Document,High,2025-04-09
93ba2297-6b06-4b1a-8027-fa46f18719e7,User 10,0.82,56f09ce1-b88d-4080-b42c-448106ab1894,Interior Layout Planning,Optimize space planning for the luxury apartment interior.,Reflected Ceiling Plan,High,2025-04-11
db8f7e99-6511-47ed-8c2d-057f90c2d3ad,User 2,0.83,a5b0d99c-3fac-4663-a3d7-a4681a76e983,Permit Drawing Submission,Prepare and submit permit drawings for approval.,Elevation Drawing,Neutral,2025-05-01
b5d488b2-8cba-4d5e-a7fe-4a626fdfb5bf,User 1,0.92,d25a0629-828e-4085-ae99-1465d72d7cc6,Permit Drawing Submission,Prepare and submit permit drawings for approval.,Virtual Reality,Low,2025-04-30
db8f7e99-6511-47ed-8c2d-057f90c2d3ad,User 2,0.73,d57422a3-9e72-4605-ba55-4f34dbbce797,Interior Layout Planning,Optimize space planning for the luxury apartment interior.,Roof Plan,Low,2025-04-27
db8f7e99-6511-47ed-8c2d-057f90c2d3ad,User 2,0.86,5347fee4-db6c-4cd1-9789-2f1a57d1ba4d,Custom Joinery Design,Develop detailed joinery drawings for the interior fit-out project.,Reflected Ceiling Plan,Neutral,2025-04-18
31c0ec07-616a-4d60-9db4-cbb75bd98928,User 8,0.69,b099933a-60a7-42ff-b8e1-d4883223439f,Landscape Design Refinement,Enhance the planting layout for the residential garden.,Material Board,High,2025-04-11
eda9e178-4308-4640-9d0e-386e9096f095,User 7,0.96,c64cb79d-723b-47aa-847c-8b26e6d43cbb,Lighting Plan Design,Create a lighting and fixture layout for the retail store.,3D Model,High,2025-04-11
e118a99c-62db-4ecf-b3e7-21ca9f0c6f08,User 4,0.69,f3063235-7d99-44dd-85dc-393817c48ceb,Permit Drawing Submission,Prepare and submit permit drawings for approval.,Others,Neutral,2025-04-08
b5d488b2-8cba-4d5e-a7fe-4a626fdfb5bf,User 1,0.83,2d5d9cf2-5a79-439a-ad34-6592b5b166f7,Conceptual Design Drafting,Prepare an initial concept sketch for the urban park renovation.,3D Model,Low,2025-04-23
31c0ec07-616a-4d60-9db4-cbb75bd98928,User 8,0.61,b2fb62d2-0da0-42ef-bc18-d30b1ede396b,Landscape Design Refinement,Enhance the planting layout for the residential garden.,Permit Drawing,High,2025-04-11
ca5a1f93-648f-4795-8ce0-eaf69044ffbf,User 3,0.78,0ac4db67-1cd9-47fb-a6b4-8a8c6f55ba7a,Technical Specifications,Compile technical specifications for the construction phase.,Partition Plan,Low,2025-05-02
af501ad1-e93d-42c7-8c4c-7e29e64652e5,User 9,0.65,90399adb-dd95-48d6-bc1a-685e77164ae1,Site Plan Drafting,Prepare a site plan layout considering zoning and access.,General Specification,Neutral,2025-04-13
b5d488b2-8cba-4d5e-a7fe-4a626fdfb5bf,User 1,0.7,f965d268-f6bb-4019-994e-83f59b520114,Render Finalization,Enhance the 3D renders for the commercial building's presentation.,Design Development,High,2025-04-18
ca5a1f93-648f-4795-8ce0-eaf69044ffbf,User 3,0.67,ccbc960c-544b-405e-a8ba-9f09ea5ce782,Facade Elevation Detailing,Finalize the detailed elevation drawings for the high-rise building.,Custom Millwork & Joinery Drawing,Neutral,2025-04-04
ca5a1f93-648f-4795-8ce0-eaf69044ffbf,User 3,0.7,d58b169c-dbbc-4adf-9567-7af4b84e3ee3,Conceptual Design Drafting,Prepare an initial concept sketch for the urban park renovation.,3D Model,Low,2025-04-19
e118a99c-62db-4ecf-b3e7-21ca9f0c6f08,User 4,0.78,cb05659b-16cc-492d-a011-5c2f00cfef0d,Site Plan Drafting,Prepare a site plan layout considering zoning and access.,Floor Plan,Low,2025-04-26
e118a99c-62db-4ecf-b3e7-21ca9f0c6f08,User 4,0.61,586e3e4c-2a84-4b78-a4b2-9044163ac66c,Site Plan Drafting,Prepare a site plan layout considering zoning and access.,Virtual Reality,Neutral,2025-04-25
2c56d310-1721-477f-afec-8afb6ecdc050,User 5,0.82,4e8908d6-e9b3-4c2e-bcbc-c21dfb0b1712,Site Plan Drafting,Prepare a site plan layout considering zoning and access.,Section Drawing,High,2025-04-20
ca5a1f93-648f-4795-8ce0-eaf69044ffbf,User 3,0.63,90049b78-c77b-4aa2-bdbe-db415ccfdbee,Hardscape Design Execution,Design outdoor paving and seating areas for the commercial plaza.,Zoning & Building Code Compliance,High,2025-04-19
e118a99c-62db-4ecf-b3e7-21ca9f0c6f08,User 4,0.89,8668eb39-53f7-45e9-9181-2a8c04b05ffb,3D Model Development,Create a detailed 3D model for the client’s new residential project.,Lighting & Fixture Plan,High,2025-04-26
b5d488b2-8cba-4d5e-a7fe-4a626fdfb5bf,User 1,0.66,c034b2ab-bf40-4262-bd7f-bd7be99d0d4f,Custom Joinery Design,Develop detailed joinery drawings for the interior fit-out project.,Others,High,2025-04-21
2c56d310-1721-477f-afec-8afb6ecdc050,User 5,0.84,0aa28b4f-8ae1-4a6e-ae12-5fc29be727fe,3D Model Development,Create a detailed 3D model for the client’s new residential project.,Section Drawing,Low,2025-04-21
b5d488b2-8cba-4d5e-a7fe-4a626fdfb5bf,User 1,0.8,1208c15f-5a51-464d-bcfc-52ad4beb7034,Conceptual Design Drafting,Prepare an initial concept sketch for the urban park renovation.,Landscape Plan,Neutral,2025-04-04
31c0ec07-616a-4d60-9db4-cbb75bd98928,User 8,0.92,12a6ac29-0957-4707-91db-4ed405decd93,Custom Joinery Design,Develop detailed joinery drawings for the interior fit-out project.,Zoning & Building Code Compliance,Neutral,2025-04-11
ca5a1f93-648f-4795-8ce0-eaf69044ffbf,User 3,0.69,8c0362c5-0eef-4380-89b3-17dbb988e4bb,3D Model Development,Create a detailed 3D model for the client’s new residential project.,Roof Plan,Low,2025-04-16
eda9e178-4308-4640-9d0e-386e9096f095,User 7,0.91,395ef221-c2d1-468b-a44f-6a6e63b90c60,Landscape Design Refinement,Enhance the planting layout for the residential garden.,Construction Document,High,2025-04-16
e118a99c-62db-4ecf-b3e7-21ca9f0c6f08,User 4,0.65,9a47a1f7-9861-4191-aaf0-b7c4e6a776c4,Permit Drawing Submission,Prepare and submit permit drawings for approval.,Zoning & Building Code Compliance,Low,2025-05-03
ca5a1f93-648f-4795-8ce0-eaf69044ffbf,User 3,0.69,ebdf1e6e-5fb5-4ecc-8616-6dac8e2d2b36,Conceptual Design Drafting,Prepare an initial concept sketch for the urban park renovation.,Hardscape Plan,Neutral,2025-05-03
eda9e178-4308-4640-9d0e-386e9096f095,User 7,0.61,4029d635-796f-4ede-a0ca-b7a32ca0c1b5,Lighting Plan Design,Create a lighting and fixture layout for the retail store.,Floor Plan,Neutral,2025-04-12
e118a99c-62db-4ecf-b3e7-21ca9f0c6f08,User 4,0.97,86d8f15b-4f1b-4895-879c-00b68435fc65,Structural Coordination,Coordinate with the structural engineer for beam placements.,Technical Specification,High,2025-04-16
db8f7e99-6511-47ed-8c2d-057f90c2d3ad,User 2,0.69,09a33c28-cb13-4509-8205-4ddb8fa20efa,Hardscape Design Execution,Design outdoor paving and seating areas for the commercial plaza.,Design Development,Neutral,2025-04-14
7e681771-b7b1-4757-a5d7-fa45f1c1ca91,User 6,0.97,707cd094-841c-4660-bda2-4f8dc493de65,Landscape Design Refinement,Enhance the planting layout for the residential garden.,Door & Window Schedule,Low,2025-04-14
e118a99c-62db-4ecf-b3e7-21ca9f0c6f08,User 4,0.88,adc58514-72aa-4295-ab76-645ee03f96e4,Technical Specifications,Compile technical specifications for the construction phase.,Interior Layout Plan,High,2025-04-22
eda9e178-4308-4640-9d0e-386e9096f095,User 7,0.93,82cb5070-3a12-468b-a3ed-f16ad1deccfb,Custom Joinery Design,Develop detailed joinery drawings for the interior fit-out project.,Hardscape Plan,Neutral,2025-04-23
7e681771-b7b1-4757-a5d7-fa45f1c1ca91,User 6,0.93,5b8d0527-c22b-47ef-a61e-aa5fbcbc48f8,Permit Drawing Submission,Prepare and submit permit drawings for approval.,Landscape Plan,High,2025-04-23
db8f7e99-6511-47ed-8c2d-057f90c2d3ad,User 2,0.94,1b14bd62-f0a5-438a-8910-7af1d3f268b7,Hardscape Design Execution,Design outdoor paving and seating areas for the commercial plaza.,Reflected Ceiling Plan,High,2025-04-05
eda9e178-4308-4640-9d0e-386e9096f095,User 7,0.79,8f187b8d-cffb-490c-8fbc-25e5ddeda9b6,Permit Drawing Submission,Prepare and submit permit drawings for approval.,Furniture Layout Plan,High,2025-04-05
2c56d310-1721-477f-afec-8afb6ecdc050,User 5,0.81,34309973-24aa-407b-8e6a-a5ca63938bce,Custom Joinery Design,Develop detailed joinery drawings for the interior fit-out project.,Conceptual Design,High,2025-04-11
31c0ec07-616a-4d60-9db4-cbb75bd98928,User 8,0.85,749ce371-67d6-41c3-aecc-865b8ba4a438,Hardscape Design Execution,Design outdoor paving and seating areas for the commercial plaza.,Landscape Plan,Neutral,2025-04-29
b5d488b2-8cba-4d5e-a7fe-4a626fdfb5bf,User 1,0.98,1fd2f690-a8f0-4d4d-b70f-e24629b2ce61,Construction Documentation,Compile detailed construction drawings for city permit approval.,Schematic Design,High,2025-04-21
2c56d310-1721-477f-afec-8afb6ecdc050,User 5,0.87,2d57d96b-048c-42a6-a7d4-f92ec2bdf7b3,Hardscape Design Execution,Design outdoor paving and seating areas for the commercial plaza.,3D Render,Neutral,2025-05-02
af501ad1-e93d-42c7-8c4c-7e29e64652e5,User 9,0.93,585298ab-333a-454d-b541-0610b6eeeffd,Lighting Plan Design,Create a lighting and fixture layout for the retail store.,3D Model,Neutral,2025-04-05
7e681771-b7b1-4757-a5d7-fa45f1c1ca91,User 6,0.74,42fd63df-d36f-4498-bfe6-050ccfc43f02,Facade Elevation Detailing,Finalize the detailed elevation drawings for the high-rise building.,Virtual Reality,Low,2025-04-23
eda9e178-4308-4640-9d0e-386e9096f095,User 7,0.68,60961d83-f7a3-412b-8cd9-ad004af99cea,Conceptual Design Drafting,Prepare an initial concept sketch for the urban park renovation.,Custom Millwork & Joinery Drawing,Neutral,2025-04-18
2c56d310-1721-477f-afec-8afb6ecdc050,User 5,0.66,cb4b0cbb-3dc6-471b-a738-bf556cf600bf,3D Model Development,Create a detailed 3D model for the client’s new residential project.,Section Drawing,Low,2025-04-06
af501ad1-e93d-42c7-8c4c-7e29e64652e5,User 9,0.66,1ef47739-cffb-47cd-aeb9-884f860d91b6,Permit Drawing Submission,Prepare and submit permit drawings for approval.,Conceptual Design,Neutral,2025-04-07
2c56d310-1721-477f-afec-8afb6ecdc050,User 5,0.97,9098d216-59f9-4739-9b7c-bf2b11613504,Hardscape Design Execution,Design outdoor paving and seating areas for the commercial plaza.,General Specification,High,2025-04-10
2c56d310-1721-477f-afec-8afb6ecdc050,User 5,0.98,ecbedb7d-c3d1-477a-8371-eadac4a251db,Construction Documentation,Compile detailed construction drawings for city permit approval.,Others,Low,2025-05-01
af501ad1-e93d-42c7-8c4c-7e29e64652e5,User 9,0.7,b07f47de-36fc-44e4-b8a4-751a01ba6501,Construction Documentation,Compile detailed construction drawings for city permit approval.,Interior Layout Plan,High,2025-04-24
eda9e178-4308-4640-9d0e-386e9096f095,User 7,0.92,5057d400-4374-4382-bd9d-7f6244a2f4a6,Interior Layout Planning,Optimize space planning for the luxury apartment interior.,Permit Drawing,Low,2025-04-16
2c56d310-1721-477f-afec-8afb6ecdc050,User 5,0.75,6f346896-9070-4568-a745-539edccaf355,Conceptual Design Drafting,Prepare an initial concept sketch for the urban park renovation.,Others,Low,2025-04-16
eda9e178-4308-4640-9d0e-386e9096f095,User 7,1.0,2a6e8ef1-bdaf-4a96-89aa-dc550c5e6e22,Hardscape Design Execution,Design outdoor paving and seating areas for the commercial plaza.,Material Board,Neutral,2025-04-08
ca5a1f93-648f-4795-8ce0-eaf69044ffbf,User 3,0.81,c71050ea-64cd-47f0-ab1c-7b4eac807f9d,Custom Joinery Design,Develop detailed joinery drawings for the interior fit-out project.,Permit Drawing,High,2025-04-05
af501ad1-e93d-42c7-8c4c-7e29e64652e5,User 9,0.95,d68cfaa1-658b-4844-87c9-896f30089d5f,Interior Layout Planning,Optimize space planning for the luxury apartment interior.,3D Model,High,2025-04-10
93ba2297-6b06-4b1a-8027-fa46f18719e7,User 10,0.95,4a82b121-23fa-437f-8d1a-f8ad8dd9d1c8,Structural Coordination,Coordinate with the structural engineer for beam placements.,Technical Specification,Neutral,2025-04-21
eda9e178-4308-4640-9d0e-386e9096f095,User 7,0.73,b996611c-f406-4a3e-8f8c-2903c641f33a,Site Plan Drafting,Prepare a site plan layout considering zoning and access.,3D Render,Neutral,2025-04-24
7e681771-b7b1-4757-a5d7-fa45f1c1ca91,User 6,0.78,5890aade-82a9-48aa-a42b-fd69fbc9df52,Technical Specifications,Compile technical specifications for the construction phase.,Roof Plan,Low,2025-05-02
2c56d310-1721-477f-afec-8afb6ecdc050,User 5,0.8,9ee7c7b7-49c9-4f74-aaef-795d6b433ab2,Material Selection & Specification,Curate materials and finishes for the sustainable home project.,Hardscape Plan,Neutral,2025-04-08
db8f7e99-6511-47ed-8c2d-057f90c2d3ad,User 2,0.99,e2c1aff1-0c1e-4ec0-89c5-6cda0a9b9b0b,Conceptual Design Drafting,Prepare an initial concept sketch for the urban park renovation.,Furniture Layout Plan,Low,2025-04-08
93ba2297-6b06-4b1a-8027-fa46f18719e7,User 10,0.65,8a648335-9edf-40d5-8167-29163b163ce7,Landscape Design Refinement,Enhance the planting layout for the residential garden.,Reflected Ceiling Plan,Low,2025-04-20
7e681771-b7b1-4757-a5d7-fa45f1c1ca91,User 6,0.85,236c4142-a352-45d2-bfe8-2b3404467e69,Structural Coordination,Coordinate with the structural engineer for beam placements.,Elevation Drawing,Neutral,2025-04-27
db8f7e99-6511-47ed-8c2d-057f90c2d3ad,User 2,0.67,ec2ef703-afea-467b-b4dc-f29d97b00cd1,Render Finalization,Enhance the 3D renders for the commercial building's presentation.,3D Render,High,2025-04-05
eda9e178-4308-4640-9d0e-386e9096f095,User 7,0.64,0a8bb5fa-ef30-4b3a-ac86-fa13a6beac61,3D Model Development,Create a detailed 3D model for the client’s new residential project.,Floor Plan,Low,2025-04-10
ca5a1f93-648f-4795-8ce0-eaf69044ffbf,User 3,0.62,24aff0d2-d30a-4b62-a304-0a2857e9799f,Permit Drawing Submission,Prepare and submit permit drawings for approval.,Permit Drawing,High,2025-04-20
93ba2297-6b06-4b1a-8027-fa46f18719e7,User 10,0.75,d22b724b-56c4-4de0-8c16-0e6665c861ff,Interior Layout Planning,Optimize space planning for the luxury apartment interior.,Others,High,2025-04-22
db8f7e99-6511-47ed-8c2d-057f90c2d3ad,User 2,0.92,1cefdea2-5ceb-42b5-9e2b-c3d46238bc42,Hardscape Design Execution,Design outdoor paving and seating areas for the commercial plaza.,Landscape Plan,Low,2025-04-26
eda9e178-4308-4640-9d0e-386e9096f095,User 7,0.66,88bf0b89-edae-432e-924a-a13f79ada9a8,Facade Elevation Detailing,Finalize the detailed elevation drawings for the high-rise building.,Finish Schedule,Low,2025-04-24
2c56d310-1721-477f-afec-8afb6ecdc050,User 5,0.76,848bc4bf-00c2-4d47-b4dd-00b7dc145c4d,Construction Documentation,Compile detailed construction drawings for city permit approval.,3D Model,High,2025-04-07
eda9e178-4308-4640-9d0e-386e9096f095,User 7,0.93,5ddd1df5-1b7d-40d3-8c04-3a8da4a85265,Material Selection & Specification,Curate materials and finishes for the sustainable home project.,Custom Millwork & Joinery Drawing,Neutral,2025-04-16
b5d488b2-8cba-4d5e-a7fe-4a626fdfb5bf,User 1,0.64,c164b968-5e56-4b32-8c7d-596c2d9e5f20,Landscape Design Refinement,Enhance the planting layout for the residential garden.,Landscape Plan,Low,2025-05-03
e118a99c-62db-4ecf-b3e7-21ca9f0c6f08,User 4,0.65,9b11a93a-917b-4747-b8fe-10c86638c53d,3D Model Development,Create a detailed 3D model for the client’s new residential project.,Material Board,Neutral,2025-04-20
af501ad1-e93d-42c7-8c4c-7e29e64652e5,User 9,0.72,71325af1-13ee-49f7-991c-5b570405da1d,Site Plan Drafting,Prepare a site plan layout considering zoning and access.,Permit Drawing,Low,2025-04-18
af501ad1-e93d-42c7-8c4c-7e29e64652e5,User 9,0.72,cd1790c5-ebfb-4d6a-8a04-8a5913e1e428,Technical Specifications,Compile technical specifications for the construction phase.,Conceptual Design,High,2025-05-02
eda9e178-4308-4640-9d0e-386e9096f095,User 7,0.75,5d941fc2-f2c7-4d5e-aeec-c1ed572590b3,Custom Joinery Design,Develop detailed joinery drawings for the interior fit-out project.,3D Render,Neutral,2025-04-19
db8f7e99-6511-47ed-8c2d-057f90c2d3ad,User 2,0.82,b01baddf-9bf5-4dd5-85a5-3b7d888ffd26,Landscape Design Refinement,Enhance the planting layout for the residential garden.,Door & Window Schedule,Low,2025-04-13
db8f7e99-6511-47ed-8c2d-057f90c2d3ad,User 2,0.73,a22d2323-64f3-4e27-ad12-866eabd056e8,3D Model Development,Create a detailed 3D model for the client’s new residential project.,Permit Drawing,High,2025-04-23
af501ad1-e93d-42c7-8c4c-7e29e64652e5,User 9,0.71,eafe043b-9b5d-49d4-96c9-b31b9b387dc7,Facade Elevation Detailing,Finalize the detailed elevation drawings for the high-rise building.,Virtual Reality,Neutral,2025-04-06
e118a99c-62db-4ecf-b3e7-21ca9f0c6f08,User 4,0.85,7e3d64c9-5444-4b94-9961-78a60808eeca,Interior Layout Planning,Optimize space planning for the luxury apartment interior.,Material Board,High,2025-04-23
7e681771-b7b1-4757-a5d7-fa45f1c1ca91,User 6,0.61,e6335dc5-c64f-445d-9177-ff85eb94051b,Facade Elevation Detailing,Finalize the detailed elevation drawings for the high-rise building.,Permit Drawing,High,2025-04-13
db8f7e99-6511-47ed-8c2d-057f90c2d3ad,User 2,0.7,b454514f-fa6e-47d6-ba7f-a640721b2d93,Hardscape Design Execution,Design outdoor paving and seating areas for the commercial plaza.,Reflected Ceiling Plan,Low,2025-04-04
af501ad1-e93d-42c7-8c4c-7e29e64652e5,User 9,0.87,b809a8b6-5abf-478b-b0da-eda12e195f55,Technical Specifications,Compile technical specifications for the construction phase.,3D Model,Low,2025-04-06
7e681771-b7b1-4757-a5d7-fa45f1c1ca91,User 6,0.94,f89344d9-b92b-4b08-ad67-eb9c55848db9,Custom Joinery Design,Develop detailed joinery drawings for the interior fit-out project.,Custom Millwork & Joinery Drawing,Neutral,2025-04-23
af501ad1-e93d-42c7-8c4c-7e29e64652e5,User 9,0.67,1f483e62-cf5a-4119-abc2-708622e67986,Construction Documentation,Compile detailed construction drawings for city permit approval.,3D Model,Low,2025-04-17
db8f7e99-6511-47ed-8c2d-057f90c2d3ad,User 2,0.66,89c58d13-1eef-4656-9909-5747d0c55020,Facade Elevation Detailing,Finalize the detailed elevation drawings for the high-rise building.,Reflected Ceiling Plan,Neutral,2025-04-24
af501ad1-e93d-42c7-8c4c-7e29e64652e5,User 9,0.99,ee28801a-dabb-4c9a-8d85-7c432ad32c01,Custom Joinery Design,Develop detailed joinery drawings for the interior fit-out project.,Roof Plan,High,2025-04-27
eda9e178-4308-4640-9d0e-386e9096f095,User 7,0.93,09e1a5c1-f5be-4b2f-ac1c-501e04a964f5,Conceptual Design Drafting,Prepare an initial concept sketch for the urban park renovation.,Reflected Ceiling Plan,Neutral,2025-05-01
93ba2297-6b06-4b1a-8027-fa46f18719e7,User 10,0.8,37fc52d9-9bb6-4f34-9db8-bb0d05126c14,Structural Coordination,Coordinate with the structural engineer for beam placements.,Permit Drawing,Low,2025-04-15
31c0ec07-616a-4d60-9db4-cbb75bd98928,User 8,0.9,c5732a5d-7196-43f8-b3c0-67e1f0e92d9f,Facade Elevation Detailing,Finalize the detailed elevation drawings for the high-rise building.,Others,Low,2025-04-06
b5d488b2-8cba-4d5e-a7fe-4a626fdfb5bf,User 1,0.72,246b4625-826e-4d45-808b-2f22683d7b83,Facade Elevation Detailing,Finalize the detailed elevation drawings for the high-rise building.,Landscape Plan,Neutral,2025-04-24
7e681771-b7b1-4757-a5d7-fa45f1c1ca91,User 6,0.72,ed1715b6-3212-44d8-a6c7-e18efd4899f7,Landscape Design Refinement,Enhance the planting layout for the residential garden.,Reflected Ceiling Plan,High,2025-04-08
db8f7e99-6511-47ed-8c2d-057f90c2d3ad,User 2,0.78,c78d8d4b-b0b8-4ada-8897-685a9c9c9070,Hardscape Design Execution,Design outdoor paving and seating areas for the commercial plaza.,3D Render,Neutral,2025-04-07
af501ad1-e93d-42c7-8c4c-7e29e64652e5,User 9,0.66,803c0b34-fb62-4ccc-b1e2-00e84e1ca913,Custom Joinery Design,Develop detailed joinery drawings for the interior fit-out project.,Technical Specification,Low,2025-04-13
b5d488b2-8cba-4d5e-a7fe-4a626fdfb5bf,User 1,0.83,83b21560-cb62-4907-8dc9-a6ba91577ba4,Conceptual Design Drafting,Prepare an initial concept sketch for the urban park renovation.,3D Render,High,2025-04-13
93ba2297-6b06-4b1a-8027-fa46f18719e7,User 10,0.95,a7f6862f-bb65-436e-ad41-a750df51c6be,Interior Layout Planning,Optimize space planning for the luxury apartment interior.,Custom Millwork & Joinery Drawing,High,2025-04-08
b5d488b2-8cba-4d5e-a7fe-4a626fdfb5bf,User 1,0.91,ce199632-bccf-455f-8938-c1fa63e95d0d,Construction Documentation,Compile detailed construction drawings for city permit approval.,Custom Millwork & Joinery Drawing,Low,2025-04-30
af501ad1-e93d-42c7-8c4c-7e29e64652e5,User 9,0.61,11fe25f9-c720-4ee1-9851-aea84c59023a,3D Model Development,Create a detailed 3D model for the client’s new residential project.,Site Plan,Neutral,2025-04-10
2c56d310-1721-477f-afec-8afb6ecdc050,User 5,0.76,93cc5d7f-c3d1-4ed6-8964-011b3b8c3c43,Landscape Design Refinement,Enhance the planting layout for the residential garden.,Material Board,Low,2025-04-23
e118a99c-62db-4ecf-b3e7-21ca9f0c6f08,User 4,0.88,641f27bf-da94-4e05-b204-0f513287b65b,Facade Elevation Detailing,Finalize the detailed elevation drawings for the high-rise building.,Permit Drawing,Low,2025-04-30
ca5a1f93-648f-4795-8ce0-eaf69044ffbf,User 3,0.94,e1a54d55-afe0-4e33-8f1e-97b2af817efd,Permit Drawing Submission,Prepare and submit permit drawings for approval.,Site Plan,Neutral,2025-04-16
db8f7e99-6511-47ed-8c2d-057f90c2d3ad,User 2,0.64,0d6b155f-4bbc-428b-8ae5-e14a01a7400b,Technical Specifications,Compile technical specifications for the construction phase.,Door & Window Schedule,Neutral,2025-05-01
e118a99c-62db-4ecf-b3e7-21ca9f0c6f08,User 4,0.8,2b75f443-59a9-4ac5-9896-63d0e14a0afd,Site Plan Drafting,Prepare a site plan layout considering zoning and access.,Site Plan,Low,2025-04-04
93ba2297-6b06-4b1a-8027-fa46f18719e7,User 10,0.67,d9a2ad27-3672-4215-bdf6-015c21b46c60,Landscape Design Refinement,Enhance the planting layout for the residential garden.,Permit Drawing,High,2025-04-27
2c56d310-1721-477f-afec-8afb6ecdc050,User 5,0.86,059a8f3b-250d-47fc-a480-a2bd82e4d151,Material Selection & Specification,Curate materials and finishes for the sustainable home project.,Design Development,High,2025-04-25
eda9e178-4308-4640-9d0e-386e9096f095,User 7,0.98,18a9d89f-4f13-4764-8c58-9aa196a1a656,Conceptual Design Drafting,Prepare an initial concept sketch for the urban park renovation.,Interior Layout Plan,High,2025-04-16
af501ad1-e93d-42c7-8c4c-7e29e64652e5,User 9,0.71,a5f3c43a-a5f7-4251-b723-1d97d746bfa0,Permit Drawing Submission,Prepare and submit permit drawings for approval.,Elevation Drawing,Neutral,2025-04-04
db8f7e99-6511-47ed-8c2d-057f90c2d3ad,User 2,0.63,86b84a6d-39c3-4641-a410-82a19db3eb48,Site Plan Drafting,Prepare a site plan layout considering zoning and access.,Reflected Ceiling Plan,High,2025-04-04
2c56d310-1721-477f-afec-8afb6ecdc050,User 5,0.88,82e8fc3a-da28-4f33-9f6f-eb55e992bb1c,Construction Documentation,Compile detailed construction drawings for city permit approval.,Furniture Layout Plan,Low,2025-04-22
e118a99c-62db-4ecf-b3e7-21ca9f0c6f08,User 4,0.7,6e220c22-d1ca-4119-b7cb-197bd23887dc,Site Plan Drafting,Prepare a site plan layout considering zoning and access.,3D Render,Neutral,2025-04-11
