title,description,type_of_task,priority_level,due_date,workload,avg_quality_score,preferred_task,match_score
Hardscape Design Execution,Design outdoor paving and seating areas for the commercial plaza.,Door & Window Schedule,High,2025-05-09,3,0.99,Partition Plan,0.92
Sustainability Assessment,Evaluate building materials and systems for LEED compliance.,3D Render,Low,2025-05-05,10,0.96,Partition Plan,0.98
Lighting Plan Design,Create a lighting and fixture layout for the retail store.,Material Board,High,2025-04-17,4,0.96,Site Plan,0.92
Code Compliance Report,"Prepare a summary document addressing fire, accessibility, and egress codes.",Others,Low,2025-04-15,3,0.99,Lighting & Fixture Plan,0.95
Detail Section Drawing,Draw enlarged sections through complex junctions in the facade.,Others,Low,2025-04-24,3,0.95,Partition Plan,0.87
Reflected Ceiling Plan Drafting,Draft the reflected ceiling plan including lighting and HVAC elements.,Roof Plan,Neutral,2025-04-11,10,0.97,Design Development,0.87
3D Massing Model,Create a conceptual massing model to test building envelope limitations.,Schematic Design,Neutral,2025-04-19,6,0.97,Others,0.96
Site Plan Drafting,Prepare a site plan layout considering zoning and access.,Material Board,Neutral,2025-04-14,8,0.85,Material Board,0.96
As-Built Drawing Preparation,Update drawings to reflect actual built conditions post-construction.,Door & Window Schedule,High,2025-04-24,10,0.94,Hardscape Plan,0.92
Building Performance Analysis,Assess daylighting and thermal performance using simulation tools.,Permit Drawing,Low,2025-04-26,4,0.98,Lighting & Fixture Plan,0.96
3D Model Development,Create a detailed 3D model for the client’s new residential project.,Others,Neutral,2025-04-16,6,0.91,Hardscape Plan,0.89
Accessibility Audit,Review floor plans for compliance with accessibility standards.,Section Drawing,Low,2025-04-29,2,0.84,Conceptual Design,0.88
Detail Section Drawing,Draw enlarged sections through complex junctions in the facade.,Door & Window Schedule,Neutral,2025-05-03,9,0.86,Roof Plan,0.87
Structural Coordination,Coordinate with the structural engineer for beam placements.,Virtual Reality,Low,2025-04-28,7,0.91,Permit Drawing,0.99
Material Selection & Specification,Curate materials and finishes for the sustainable home project.,Lighting & Fixture Plan,Neutral,2025-04-13,1,0.96,Material Board,0.94
Design Coordination Meeting,Meet with MEP consultants to ensure design integration across disciplines.,Construction Document,High,2025-04-30,2,1.0,Partition Plan,0.98
Reflected Ceiling Plan Drafting,Draft the reflected ceiling plan including lighting and HVAC elements.,Partition Plan,High,2025-04-18,8,0.97,Hardscape Plan,0.95
Site Plan Drafting,Prepare a site plan layout considering zoning and access.,Elevation Drawing,Neutral,2025-04-13,10,0.86,General Specification,0.95
Accessibility Audit,Review floor plans for compliance with accessibility standards.,Hardscape Plan,Neutral,2025-04-29,10,0.94,Elevation Drawing,0.96
Partition Plan Finalization,Define internal partitioning layouts for the healthcare facility.,Design Development,High,2025-05-01,8,0.83,Door & Window Schedule,0.88
Virtual Reality Walkthrough,Develop an immersive VR experience for client presentation of the office interior.,Interior Layout Plan,Low,2025-04-20,4,0.84,Material Board,0.84
Schematic Design Iteration,Refine the schematic design for feedback from the stakeholders.,Hardscape Plan,High,2025-04-27,4,1.0,Material Board,0.86
Interior Layout Planning,Optimize space planning for the luxury apartment interior.,Floor Plan,Neutral,2025-04-20,1,0.93,Furniture Layout Plan,0.92
Permit Drawing Submission,Prepare and submit permit drawings for approval.,Interior Layout Plan,High,2025-04-27,3,0.83,Construction Document,0.95
Custom Joinery Design,Develop detailed joinery drawings for the interior fit-out project.,Floor Plan,Low,2025-04-19,4,0.8,Lighting & Fixture Plan,0.88
Schematic Design Iteration,Refine the schematic design for feedback from the stakeholders.,Custom Millwork & Joinery Drawing,Low,2025-04-11,6,0.85,Hardscape Plan,0.9
Construction Site Visit,Visit the site to verify dimensions before construction begins.,General Specification,Neutral,2025-04-17,7,0.99,Section Drawing,0.81
Custom Joinery Design,Develop detailed joinery drawings for the interior fit-out project.,Hardscape Plan,Neutral,2025-05-06,5,0.82,Design Development,0.92
Building Performance Analysis,Assess daylighting and thermal performance using simulation tools.,3D Render,High,2025-04-24,10,0.91,Custom Millwork & Joinery Drawing,0.91
Design Coordination Meeting,Meet with MEP consultants to ensure design integration across disciplines.,Elevation Drawing,High,2025-04-20,6,0.84,Furniture Layout Plan,0.84
MEP Clash Detection,Run a clash detection session between MEP and architectural models.,Lighting & Fixture Plan,Neutral,2025-04-20,2,0.94,Roof Plan,0.98
Furniture Layout Finalization,Plan and position loose and built-in furniture for the co-working office.,Conceptual Design,Neutral,2025-04-20,4,0.9,Furniture Layout Plan,0.98
Client Feedback Revisions,Implement client-requested changes into the design presentation.,Lighting & Fixture Plan,Low,2025-05-08,9,0.94,Construction Document,0.82
Hardscape Design Execution,Design outdoor paving and seating areas for the commercial plaza.,Furniture Layout Plan,High,2025-05-04,1,0.82,Section Drawing,0.92
Design Coordination Meeting,Meet with MEP consultants to ensure design integration across disciplines.,Custom Millwork & Joinery Drawing,High,2025-04-28,8,0.85,Custom Millwork & Joinery Drawing,0.95
Partition Plan Finalization,Define internal partitioning layouts for the healthcare facility.,Lighting & Fixture Plan,High,2025-04-26,1,0.99,Landscape Plan,0.8
Hardscape Design Execution,Design outdoor paving and seating areas for the commercial plaza.,3D Model,Low,2025-05-10,2,0.98,Conceptual Design,0.93
Construction Site Visit,Visit the site to verify dimensions before construction begins.,Design Development,Neutral,2025-04-16,1,0.86,Conceptual Design,0.85
Building Performance Analysis,Assess daylighting and thermal performance using simulation tools.,Lighting & Fixture Plan,High,2025-04-25,8,0.81,Virtual Reality,0.85
Zoning Compliance Review,Analyze local zoning regulations to ensure the proposed design aligns with building codes.,Schematic Design,Neutral,2025-05-06,8,0.91,Schematic Design,0.95
Interior Material Board Creation,"Prepare a presentation board with fabric, finish, and texture samples.",Interior Layout Plan,Low,2025-04-21,6,0.87,Conceptual Design,0.97
Furniture Layout Finalization,Plan and position loose and built-in furniture for the co-working office.,Zoning & Building Code Compliance,Low,2025-05-09,6,0.98,General Specification,0.82
Building Performance Analysis,Assess daylighting and thermal performance using simulation tools.,Virtual Reality,Low,2025-05-05,9,0.84,Virtual Reality,0.89
Code Compliance Report,"Prepare a summary document addressing fire, accessibility, and egress codes.",Technical Specification,Neutral,2025-04-16,2,0.9,Zoning & Building Code Compliance,0.94
Conceptual Design Drafting,Prepare an initial concept sketch for the urban park renovation.,Reflected Ceiling Plan,High,2025-04-18,3,0.89,Landscape Plan,0.91
Permit Drawing Submission,Prepare and submit permit drawings for approval.,Conceptual Design,High,2025-04-23,6,0.85,Construction Document,0.96
Structural Coordination,Coordinate with the structural engineer for beam placements.,Reflected Ceiling Plan,Neutral,2025-04-30,6,0.91,Interior Layout Plan,0.94
Lighting Plan Design,Create a lighting and fixture layout for the retail store.,Partition Plan,High,2025-05-05,3,0.92,Schematic Design,0.86
Reflected Ceiling Plan Drafting,Draft the reflected ceiling plan including lighting and HVAC elements.,Design Development,Low,2025-05-02,1,0.85,Permit Drawing,0.84
Lighting Plan Design,Create a lighting and fixture layout for the retail store.,Section Drawing,Neutral,2025-05-05,4,0.92,Conceptual Design,0.81
Technical Specifications,Compile technical specifications for the construction phase.,Design Development,Neutral,2025-05-10,9,0.87,Site Plan,0.96
Building Performance Analysis,Assess daylighting and thermal performance using simulation tools.,Furniture Layout Plan,High,2025-04-11,9,0.84,Partition Plan,0.94
Door & Window Schedule Drafting,Create a detailed schedule for all doors and windows in the hospitality project.,Construction Document,High,2025-05-02,9,0.86,Roof Plan,0.98
MEP Clash Detection,Run a clash detection session between MEP and architectural models.,Permit Drawing,High,2025-05-02,1,0.96,Schematic Design,0.97
Lighting Plan Design,Create a lighting and fixture layout for the retail store.,Custom Millwork & Joinery Drawing,High,2025-04-29,9,0.89,Material Board,0.83
Custom Fixture Detailing,Design custom-built washbasin counters for the hotel suites.,Door & Window Schedule,Neutral,2025-04-13,5,1.0,Site Plan,0.96
Client Feedback Revisions,Implement client-requested changes into the design presentation.,Others,High,2025-04-28,3,0.97,Furniture Layout Plan,0.9
Render Finalization,Enhance the 3D renders for the commercial building's presentation.,Interior Layout Plan,Neutral,2025-04-11,1,0.86,Conceptual Design,0.9
Green Roof Plan Development,Design the planting and drainage system for the green roof.,Landscape Plan,Low,2025-04-28,4,0.98,Permit Drawing,0.98
Client Feedback Revisions,Implement client-requested changes into the design presentation.,Door & Window Schedule,High,2025-04-20,1,0.99,Elevation Drawing,0.81
Landscape Design Refinement,Enhance the planting layout for the residential garden.,Material Board,Low,2025-04-28,5,0.93,Virtual Reality,0.97
Design Coordination Meeting,Meet with MEP consultants to ensure design integration across disciplines.,Door & Window Schedule,High,2025-04-29,5,0.96,Finish Schedule,0.94
Reflected Ceiling Plan Drafting,Draft the reflected ceiling plan including lighting and HVAC elements.,Virtual Reality,High,2025-04-20,1,0.8,Floor Plan,0.84
Bid Package Compilation,Organize all documents needed for contractor bidding.,General Specification,High,2025-05-10,2,0.98,Construction Document,1.0
Virtual Reality Walkthrough,Develop an immersive VR experience for client presentation of the office interior.,Lighting & Fixture Plan,High,2025-04-14,2,0.86,3D Model,0.95
Site Plan Drafting,Prepare a site plan layout considering zoning and access.,Roof Plan,Low,2025-04-18,6,0.93,Furniture Layout Plan,0.94
Green Roof Plan Development,Design the planting and drainage system for the green roof.,Lighting & Fixture Plan,Neutral,2025-04-29,7,0.88,3D Model,0.97
General Specification Draft,Prepare general notes and material specifications for tender documents.,General Specification,High,2025-05-09,10,0.85,3D Render,0.97
Detail Section Drawing,Draw enlarged sections through complex junctions in the facade.,Virtual Reality,High,2025-05-01,6,0.99,Roof Plan,0.98
Landscape Design Refinement,Enhance the planting layout for the residential garden.,Technical Specification,Neutral,2025-05-06,6,0.84,Furniture Layout Plan,0.83
Facade Elevation Detailing,Finalize the detailed elevation drawings for the high-rise building.,Roof Plan,High,2025-04-16,8,0.81,Furniture Layout Plan,0.96
Conceptual Design Drafting,Prepare an initial concept sketch for the urban park renovation.,Landscape Plan,High,2025-04-27,4,1.0,Finish Schedule,0.81
Zoning Compliance Review,Analyze local zoning regulations to ensure the proposed design aligns with building codes.,Permit Drawing,Low,2025-04-13,2,0.88,Section Drawing,0.96
As-Built Drawing Preparation,Update drawings to reflect actual built conditions post-construction.,Design Development,Low,2025-04-14,9,0.97,Permit Drawing,0.91
Bid Package Compilation,Organize all documents needed for contractor bidding.,Zoning & Building Code Compliance,Neutral,2025-05-06,4,0.81,Floor Plan,0.99
Detail Section Drawing,Draw enlarged sections through complex junctions in the facade.,Technical Specification,Neutral,2025-04-24,6,0.86,Others,0.99
Landscape Design Refinement,Enhance the planting layout for the residential garden.,Schematic Design,High,2025-05-10,5,0.86,General Specification,0.97
Interior Layout Planning,Optimize space planning for the luxury apartment interior.,Permit Drawing,High,2025-05-04,6,0.9,Others,0.94
Roof Plan Drawing,"Detail the slope, drainage, and roofing system layout for the warehouse.",Custom Millwork & Joinery Drawing,Neutral,2025-04-20,2,0.87,Hardscape Plan,0.99
Finish Schedule Compilation,"List all interior finishes including floors, walls, and ceilings for the commercial space.",Technical Specification,High,2025-04-20,10,0.83,Interior Layout Plan,0.82
Hardscape Design Execution,Design outdoor paving and seating areas for the commercial plaza.,Material Board,Neutral,2025-04-29,2,0.85,Finish Schedule,0.99
Accessibility Audit,Review floor plans for compliance with accessibility standards.,Material Board,Low,2025-05-01,8,0.82,Landscape Plan,0.84
Structural Coordination,Coordinate with the structural engineer for beam placements.,Permit Drawing,Neutral,2025-05-04,5,0.91,Others,0.86
Material Selection & Specification,Curate materials and finishes for the sustainable home project.,Material Board,Neutral,2025-04-23,5,0.8,Roof Plan,0.86
Facade Elevation Detailing,Finalize the detailed elevation drawings for the high-rise building.,Interior Layout Plan,Low,2025-04-29,8,0.9,Virtual Reality,0.9
As-Built Drawing Preparation,Update drawings to reflect actual built conditions post-construction.,Zoning & Building Code Compliance,High,2025-04-27,6,0.95,Roof Plan,0.9
Permit Drawing Submission,Prepare and submit permit drawings for approval.,Section Drawing,Neutral,2025-05-04,9,0.84,3D Render,1.0
Interior Layout Planning,Optimize space planning for the luxury apartment interior.,Elevation Drawing,Low,2025-05-09,10,0.86,Design Development,0.92
Interior Material Board Creation,"Prepare a presentation board with fabric, finish, and texture samples.",Permit Drawing,Neutral,2025-04-14,6,0.94,Section Drawing,0.82
Door & Window Schedule Drafting,Create a detailed schedule for all doors and windows in the hospitality project.,Landscape Plan,High,2025-04-15,10,0.83,Technical Specification,1.0
Landscape Design Refinement,Enhance the planting layout for the residential garden.,Zoning & Building Code Compliance,Neutral,2025-04-29,6,0.91,Finish Schedule,0.81
Facade Elevation Detailing,Finalize the detailed elevation drawings for the high-rise building.,General Specification,Neutral,2025-05-02,10,0.86,Others,0.9
Construction Site Visit,Visit the site to verify dimensions before construction begins.,Furniture Layout Plan,High,2025-04-23,5,0.87,Interior Layout Plan,0.9
Reflected Ceiling Plan Drafting,Draft the reflected ceiling plan including lighting and HVAC elements.,Conceptual Design,High,2025-05-08,5,0.87,Furniture Layout Plan,0.88
Construction Site Visit,Visit the site to verify dimensions before construction begins.,Others,Low,2025-05-03,1,0.99,Site Plan,0.87
Bid Package Compilation,Organize all documents needed for contractor bidding.,Schematic Design,High,2025-05-01,1,0.85,Elevation Drawing,1.0
General Specification Draft,Prepare general notes and material specifications for tender documents.,Reflected Ceiling Plan,High,2025-04-28,5,0.95,Interior Layout Plan,0.95
Accessibility Audit,Review floor plans for compliance with accessibility standards.,Zoning & Building Code Compliance,Neutral,2025-05-06,5,0.81,Design Development,0.83
Interior Material Board Creation,"Prepare a presentation board with fabric, finish, and texture samples.",3D Render,Neutral,2025-04-27,9,0.89,Custom Millwork & Joinery Drawing,0.89
Interior Layout Planning,Optimize space planning for the luxury apartment interior.,Door & Window Schedule,Low,2025-04-28,6,0.84,Custom Millwork & Joinery Drawing,0.91
Reflected Ceiling Plan Drafting,Draft the reflected ceiling plan including lighting and HVAC elements.,Virtual Reality,High,2025-04-23,5,0.97,Furniture Layout Plan,0.83
Code Compliance Report,"Prepare a summary document addressing fire, accessibility, and egress codes.",Conceptual Design,High,2025-04-23,9,0.88,Material Board,0.95
Door & Window Schedule Drafting,Create a detailed schedule for all doors and windows in the hospitality project.,Lighting & Fixture Plan,High,2025-04-19,8,0.92,3D Render,0.86
Building Performance Analysis,Assess daylighting and thermal performance using simulation tools.,Section Drawing,High,2025-04-20,9,0.94,General Specification,0.96
Custom Joinery Design,Develop detailed joinery drawings for the interior fit-out project.,3D Render,Neutral,2025-05-06,7,0.97,Site Plan,0.8
Interior Material Board Creation,"Prepare a presentation board with fabric, finish, and texture samples.",Landscape Plan,Low,2025-05-09,1,0.9,Interior Layout Plan,0.9
Interior Layout Planning,Optimize space planning for the luxury apartment interior.,Roof Plan,Neutral,2025-04-26,10,0.95,Others,0.84
Render Finalization,Enhance the 3D renders for the commercial building's presentation.,Hardscape Plan,Low,2025-05-04,8,0.81,Lighting & Fixture Plan,0.9
Detail Section Drawing,Draw enlarged sections through complex junctions in the facade.,Permit Drawing,High,2025-04-16,2,0.84,Permit Drawing,0.95
Interior Layout Planning,Optimize space planning for the luxury apartment interior.,3D Render,Low,2025-04-29,6,0.92,Design Development,0.8
Code Compliance Report,"Prepare a summary document addressing fire, accessibility, and egress codes.",Finish Schedule,Low,2025-04-12,2,0.93,Material Board,0.95
Facade Elevation Detailing,Finalize the detailed elevation drawings for the high-rise building.,Floor Plan,Neutral,2025-04-21,5,0.95,Custom Millwork & Joinery Drawing,0.86
Code Compliance Report,"Prepare a summary document addressing fire, accessibility, and egress codes.",Permit Drawing,Low,2025-04-18,7,0.94,Custom Millwork & Joinery Drawing,0.94
Design Coordination Meeting,Meet with MEP consultants to ensure design integration across disciplines.,Lighting & Fixture Plan,Low,2025-05-08,2,0.97,Design Development,0.98
Green Roof Plan Development,Design the planting and drainage system for the green roof.,Roof Plan,High,2025-05-01,8,0.95,3D Model,0.9
Green Roof Plan Development,Design the planting and drainage system for the green roof.,Virtual Reality,Low,2025-04-12,10,0.87,Conceptual Design,0.96
Conceptual Design Drafting,Prepare an initial concept sketch for the urban park renovation.,Floor Plan,Neutral,2025-04-22,8,0.88,Material Board,0.96
Door & Window Schedule Drafting,Create a detailed schedule for all doors and windows in the hospitality project.,Design Development,Low,2025-04-24,9,0.93,Finish Schedule,0.92
Door & Window Schedule Drafting,Create a detailed schedule for all doors and windows in the hospitality project.,Elevation Drawing,High,2025-04-16,3,0.96,Door & Window Schedule,0.96
Permit Drawing Submission,Prepare and submit permit drawings for approval.,Lighting & Fixture Plan,Neutral,2025-04-30,9,0.83,Hardscape Plan,0.89
3D Model Development,Create a detailed 3D model for the client’s new residential project.,Furniture Layout Plan,Low,2025-05-01,4,0.87,Zoning & Building Code Compliance,0.88
Custom Joinery Design,Develop detailed joinery drawings for the interior fit-out project.,Roof Plan,High,2025-05-02,6,0.89,Finish Schedule,0.85
Schematic Design Iteration,Refine the schematic design for feedback from the stakeholders.,Reflected Ceiling Plan,Neutral,2025-04-30,10,0.86,Others,0.85
Sustainability Assessment,Evaluate building materials and systems for LEED compliance.,Conceptual Design,Low,2025-04-13,8,0.84,Finish Schedule,0.89
Site Plan Drafting,Prepare a site plan layout considering zoning and access.,Custom Millwork & Joinery Drawing,Low,2025-05-04,4,0.99,Zoning & Building Code Compliance,0.97
Virtual Reality Walkthrough,Develop an immersive VR experience for client presentation of the office interior.,Elevation Drawing,High,2025-04-24,9,0.85,Schematic Design,0.87
Construction Site Visit,Visit the site to verify dimensions before construction begins.,Furniture Layout Plan,Neutral,2025-04-18,2,0.96,Hardscape Plan,0.92
Custom Fixture Detailing,Design custom-built washbasin counters for the hotel suites.,3D Model,High,2025-04-25,8,0.89,Elevation Drawing,0.99
Finish Schedule Compilation,"List all interior finishes including floors, walls, and ceilings for the commercial space.",Partition Plan,Neutral,2025-04-18,3,0.95,Interior Layout Plan,0.89
3D Massing Model,Create a conceptual massing model to test building envelope limitations.,Zoning & Building Code Compliance,High,2025-04-11,1,0.98,Furniture Layout Plan,0.82
Bid Package Compilation,Organize all documents needed for contractor bidding.,Construction Document,Low,2025-05-06,8,0.89,Reflected Ceiling Plan,0.95
Construction Site Visit,Visit the site to verify dimensions before construction begins.,Conceptual Design,Neutral,2025-04-26,7,0.9,Schematic Design,0.93
Detail Section Drawing,Draw enlarged sections through complex junctions in the facade.,Others,Low,2025-04-21,1,0.97,Custom Millwork & Joinery Drawing,0.9
Site Plan Drafting,Prepare a site plan layout considering zoning and access.,Partition Plan,Neutral,2025-04-16,8,0.86,3D Model,0.91
Door & Window Schedule Drafting,Create a detailed schedule for all doors and windows in the hospitality project.,Permit Drawing,Low,2025-05-08,1,0.86,Floor Plan,0.99
Finish Schedule Compilation,"List all interior finishes including floors, walls, and ceilings for the commercial space.",3D Render,Low,2025-05-09,4,0.96,Technical Specification,0.83
Furniture Layout Finalization,Plan and position loose and built-in furniture for the co-working office.,3D Render,High,2025-04-11,1,0.81,Construction Document,0.82
Interior Material Board Creation,"Prepare a presentation board with fabric, finish, and texture samples.",3D Model,High,2025-04-14,1,0.82,Roof Plan,0.85
Facade Elevation Detailing,Finalize the detailed elevation drawings for the high-rise building.,Hardscape Plan,High,2025-05-09,10,0.81,Hardscape Plan,0.98
Roof Plan Drawing,"Detail the slope, drainage, and roofing system layout for the warehouse.",Section Drawing,Neutral,2025-05-03,8,0.87,Others,0.85
Building Performance Analysis,Assess daylighting and thermal performance using simulation tools.,Elevation Drawing,Low,2025-05-05,2,0.94,3D Render,0.88
Building Performance Analysis,Assess daylighting and thermal performance using simulation tools.,Landscape Plan,High,2025-05-02,2,0.8,Construction Document,0.98
Interior Layout Planning,Optimize space planning for the luxury apartment interior.,Landscape Plan,Low,2025-04-23,7,0.82,Construction Document,0.87
Partition Plan Finalization,Define internal partitioning layouts for the healthcare facility.,General Specification,High,2025-04-28,3,0.82,Custom Millwork & Joinery Drawing,0.86
Partition Plan Finalization,Define internal partitioning layouts for the healthcare facility.,Reflected Ceiling Plan,Low,2025-05-10,9,0.82,3D Model,0.93
Custom Fixture Detailing,Design custom-built washbasin counters for the hotel suites.,Section Drawing,Neutral,2025-04-27,4,0.99,Material Board,0.81
Code Compliance Report,"Prepare a summary document addressing fire, accessibility, and egress codes.",Schematic Design,Low,2025-04-25,7,0.89,Interior Layout Plan,0.99
As-Built Drawing Preparation,Update drawings to reflect actual built conditions post-construction.,3D Model,Neutral,2025-05-05,10,0.92,3D Model,0.81
Door & Window Schedule Drafting,Create a detailed schedule for all doors and windows in the hospitality project.,Section Drawing,Neutral,2025-05-09,1,0.8,Interior Layout Plan,0.88
Render Finalization,Enhance the 3D renders for the commercial building's presentation.,Conceptual Design,High,2025-04-16,7,0.87,Zoning & Building Code Compliance,0.92
Interior Material Board Creation,"Prepare a presentation board with fabric, finish, and texture samples.",Material Board,Neutral,2025-04-23,4,0.96,Partition Plan,0.85
Custom Joinery Design,Develop detailed joinery drawings for the interior fit-out project.,Schematic Design,High,2025-04-20,8,0.93,Furniture Layout Plan,0.92
Accessibility Audit,Review floor plans for compliance with accessibility standards.,3D Render,High,2025-04-12,8,0.93,Virtual Reality,0.81
Bid Package Compilation,Organize all documents needed for contractor bidding.,Finish Schedule,Low,2025-04-19,5,0.99,Floor Plan,0.87
3D Massing Model,Create a conceptual massing model to test building envelope limitations.,Hardscape Plan,Low,2025-04-30,10,0.89,Partition Plan,0.9
Partition Plan Finalization,Define internal partitioning layouts for the healthcare facility.,Zoning & Building Code Compliance,High,2025-04-16,1,0.98,Custom Millwork & Joinery Drawing,0.84
Render Finalization,Enhance the 3D renders for the commercial building's presentation.,Site Plan,Low,2025-04-25,2,0.95,Virtual Reality,0.83
MEP Clash Detection,Run a clash detection session between MEP and architectural models.,Door & Window Schedule,Low,2025-04-23,4,0.9,Permit Drawing,0.84
Custom Fixture Detailing,Design custom-built washbasin counters for the hotel suites.,Hardscape Plan,Low,2025-05-08,10,0.87,Lighting & Fixture Plan,0.91
MEP Clash Detection,Run a clash detection session between MEP and architectural models.,Partition Plan,High,2025-04-29,7,0.88,3D Render,0.96
Partition Plan Finalization,Define internal partitioning layouts for the healthcare facility.,Zoning & Building Code Compliance,High,2025-04-20,4,0.96,Permit Drawing,0.89
As-Built Drawing Preparation,Update drawings to reflect actual built conditions post-construction.,Construction Document,High,2025-04-20,2,0.96,Construction Document,0.98
Interior Layout Planning,Optimize space planning for the luxury apartment interior.,Virtual Reality,Low,2025-04-11,6,0.98,Elevation Drawing,0.86
Render Finalization,Enhance the 3D renders for the commercial building's presentation.,3D Render,High,2025-05-06,4,0.97,Schematic Design,0.99
Interior Material Board Creation,"Prepare a presentation board with fabric, finish, and texture samples.",Roof Plan,High,2025-04-14,5,0.87,Interior Layout Plan,0.87
Reflected Ceiling Plan Drafting,Draft the reflected ceiling plan including lighting and HVAC elements.,Interior Layout Plan,Neutral,2025-05-01,3,0.89,General Specification,0.91
MEP Clash Detection,Run a clash detection session between MEP and architectural models.,Virtual Reality,High,2025-05-08,4,0.97,Elevation Drawing,0.83
Finish Schedule Compilation,"List all interior finishes including floors, walls, and ceilings for the commercial space.",Zoning & Building Code Compliance,Neutral,2025-04-28,6,0.83,Landscape Plan,0.91
Structural Coordination,Coordinate with the structural engineer for beam placements.,Section Drawing,Neutral,2025-04-25,10,0.83,Lighting & Fixture Plan,0.93
3D Massing Model,Create a conceptual massing model to test building envelope limitations.,Hardscape Plan,Low,2025-04-12,3,0.9,Landscape Plan,0.95
Finish Schedule Compilation,"List all interior finishes including floors, walls, and ceilings for the commercial space.",Interior Layout Plan,Neutral,2025-05-05,9,0.92,Partition Plan,0.94
Material Selection & Specification,Curate materials and finishes for the sustainable home project.,Zoning & Building Code Compliance,Neutral,2025-05-07,8,0.84,Technical Specification,0.94
Interior Layout Planning,Optimize space planning for the luxury apartment interior.,Permit Drawing,Neutral,2025-04-12,5,0.82,Interior Layout Plan,0.9
Permit Drawing Submission,Prepare and submit permit drawings for approval.,Virtual Reality,Neutral,2025-04-30,6,0.85,Site Plan,0.99
Code Compliance Report,"Prepare a summary document addressing fire, accessibility, and egress codes.",Lighting & Fixture Plan,High,2025-05-09,6,0.96,Custom Millwork & Joinery Drawing,0.98
Code Compliance Report,"Prepare a summary document addressing fire, accessibility, and egress codes.",Custom Millwork & Joinery Drawing,High,2025-05-09,9,0.85,Schematic Design,0.88
Custom Fixture Detailing,Design custom-built washbasin counters for the hotel suites.,Section Drawing,Neutral,2025-05-03,7,0.85,Construction Document,0.87
Schematic Design Iteration,Refine the schematic design for feedback from the stakeholders.,Hardscape Plan,High,2025-05-03,3,0.99,Design Development,0.82
Construction Site Visit,Visit the site to verify dimensions before construction begins.,Schematic Design,Low,2025-04-15,2,0.83,Partition Plan,0.97
Custom Fixture Detailing,Design custom-built washbasin counters for the hotel suites.,Reflected Ceiling Plan,Low,2025-04-16,6,0.99,Section Drawing,0.92
Schematic Design Iteration,Refine the schematic design for feedback from the stakeholders.,Construction Document,Low,2025-05-08,2,0.92,Material Board,0.98
Hardscape Design Execution,Design outdoor paving and seating areas for the commercial plaza.,Partition Plan,Low,2025-04-24,1,0.94,Permit Drawing,0.94
Accessibility Audit,Review floor plans for compliance with accessibility standards.,Design Development,Low,2025-05-09,6,0.87,Construction Document,0.88
3D Model Development,Create a detailed 3D model for the client’s new residential project.,Landscape Plan,High,2025-05-10,2,0.96,Construction Document,0.85
Technical Specifications,Compile technical specifications for the construction phase.,3D Model,High,2025-04-12,2,0.9,Material Board,0.8
Reflected Ceiling Plan Drafting,Draft the reflected ceiling plan including lighting and HVAC elements.,3D Model,Neutral,2025-04-14,4,0.99,3D Model,0.94
Accessibility Audit,Review floor plans for compliance with accessibility standards.,Conceptual Design,Low,2025-04-20,8,0.86,Partition Plan,0.97
Client Feedback Revisions,Implement client-requested changes into the design presentation.,Zoning & Building Code Compliance,Neutral,2025-04-20,2,0.88,Others,0.93
Client Feedback Revisions,Implement client-requested changes into the design presentation.,Others,High,2025-04-12,6,0.82,Construction Document,0.8
Virtual Reality Walkthrough,Develop an immersive VR experience for client presentation of the office interior.,Material Board,High,2025-05-06,3,0.85,Construction Document,0.94
Structural Coordination,Coordinate with the structural engineer for beam placements.,Design Development,Low,2025-04-15,6,0.95,Landscape Plan,0.88
Detail Section Drawing,Draw enlarged sections through complex junctions in the facade.,Hardscape Plan,Low,2025-04-25,1,0.91,Reflected Ceiling Plan,0.96
Finish Schedule Compilation,"List all interior finishes including floors, walls, and ceilings for the commercial space.",Custom Millwork & Joinery Drawing,Low,2025-04-11,4,0.86,Hardscape Plan,0.94
Zoning Compliance Review,Analyze local zoning regulations to ensure the proposed design aligns with building codes.,Conceptual Design,Neutral,2025-05-06,5,0.92,Virtual Reality,0.99
Permit Drawing Submission,Prepare and submit permit drawings for approval.,Floor Plan,High,2025-04-21,1,0.88,Landscape Plan,1.0
Building Performance Analysis,Assess daylighting and thermal performance using simulation tools.,Interior Layout Plan,Low,2025-04-13,10,0.86,Landscape Plan,0.95
Construction Documentation,Compile detailed construction drawings for city permit approval.,Virtual Reality,High,2025-04-23,5,0.96,Elevation Drawing,0.97
Building Performance Analysis,Assess daylighting and thermal performance using simulation tools.,Technical Specification,Neutral,2025-04-17,1,0.81,Design Development,0.83
Detail Section Drawing,Draw enlarged sections through complex junctions in the facade.,Partition Plan,Low,2025-05-04,6,0.84,Furniture Layout Plan,0.82
Zoning Compliance Review,Analyze local zoning regulations to ensure the proposed design aligns with building codes.,Conceptual Design,Neutral,2025-04-12,2,0.93,Conceptual Design,0.9
Sustainability Assessment,Evaluate building materials and systems for LEED compliance.,Virtual Reality,High,2025-04-28,4,0.94,Roof Plan,0.94
Technical Specifications,Compile technical specifications for the construction phase.,Site Plan,Low,2025-04-15,5,0.86,General Specification,0.85
Accessibility Audit,Review floor plans for compliance with accessibility standards.,Schematic Design,High,2025-04-30,2,0.96,3D Model,0.85
